NUMBER,X_IMAGE,Y_IMAGE,X_WORLD,Y_WORLD,FLUX_APER,FLUXERR_APER,MAG_APER,MAGERR_APER,THRESHOLD,FLUX_RADIUS,FLAGS,NITER_MODEL
1375,844.2618,2166.395,214.13632097,52.572885249,2.923257,0.2686456,-1.1647,0.0998,0.1480887,2.537,0,51
1376,3374.2273,2179.7642,214.32320885,52.461160748,24.70519,0.3049917,-3.482,0.0134,0.1480887,1.986,0,37
1377,3938.2495,2175.5879,214.36422146,52.435893381,8.651439,0.2785442,-2.3427,0.035,0.1480887,2.228,0,39
1378,1411.6847,2170.3142,214.1783862,52.5478945,3.832597,0.2687201,-1.4587,0.0761,0.1480887,1.729,0,35
1379,2005.0382,2180.9783,214.22280164,52.522039734,20.77386,0.2984391,-3.2938,0.0156,0.1480887,1.772,0,46
1380,3586.8188,2201.0789,214.34034297,52.452661894,43.68935,0.3338204,-4.1009,0.0083,0.1480887,3.906,0,53
1381,507.2015,2171.781,214.11187354,52.588069104,2.712095,0.2680024,-1.0833,0.1073,0.1480887,1.508,0,28
1382,2046.7977,2185.8706,214.2262278,52.520404941,23.58043,0.3031977,-3.4314,0.014,0.1480887,1.873,0,33
1383,4725.1021,2183.4761,214.42235902,52.401232398,4.96438,0.2710143,-1.7397,0.0593,0.1480887,2.537,0,56
1384,2534.0044,2177.1743,214.26138213,52.498380847,2.22604,0.2671213,-0.8688,0.1303,0.1480887,1.469,0,64
1385,481.4029,2200.3638,214.112057,52.590494445,13.77956,0.2873353,-2.8481,0.0226,0.1480887,3.428,0,31
1386,3323.0085,2178.5032,214.31936249,52.463381221,2.437786,0.266454,-0.9675,0.1187,0.1480887,1.576,0,38
1387,3551.0322,2203.0544,214.33786512,52.454341466,35.15546,0.3213999,-3.865,0.0099,0.1480887,2.988,0,44
1388,3681.1768,2200.4233,214.34720761,52.448436724,11.71947,0.2833415,-2.6723,0.0263,0.1480887,3.383,0,32
1389,3296.6511,2185.6067,214.31794864,52.464870515,3.881645,0.2701108,-1.4725,0.0756,0.1480887,2.408,0,47
1390,2284.0044,2184.9734,214.24359128,52.509832728,2.606028,0.2675482,-1.0399,0.1115,0.1480887,2.05,0,35
1391,2853.1365,2201.0127,214.28654498,52.485270266,5.862888,0.2736454,-1.9203,0.0507,0.1480887,3.393,0,36
1392,112.8055,2184.3777,214.08370528,52.606111791,2.41297,0.267198,-0.9564,0.1203,0.1480887,1.998,0,19
1393,396.831,2194.3704,214.10538401,52.593974023,6.507535,0.2747856,-2.0335,0.0459,0.1480887,1.918,0,39
1394,630.1083,2191.8682,214.12239896,52.583521781,2.870332,0.2669775,-1.1448,0.101,0.1480887,2.714,0,54
1395,771.8901,2201.7695,214.13356977,52.577680004,7.143359,0.2751416,-2.1348,0.0418,0.1480887,2.921,0,41
1396,499.2867,2200.1467,214.11335965,52.589692024,4.116847,0.2687109,-1.5364,0.0709,0.1480887,2.552,0,65
1397,3833.8403,2196.054,214.35806984,52.441452007,3.673978,0.2697376,-1.4128,0.0797,0.1480887,2.251,0,24
1398,1166.6908,2213.0125,214.16346858,52.560675884,7.582415,0.2764227,-2.1995,0.0396,0.1480887,2.719,0,44
1399,1152.7216,2259.7439,214.16585008,52.563389755,69.52161,0.3683113,-4.6053,0.0058,0.1480887,5.644,0,36
1400,2771.1326,2211.4382,214.28128826,52.48938021,4.382148,0.270749,-1.6042,0.0671,0.1480887,4.242,0,33
1401,4747.7534,2233.9954,214.42770104,52.402479902,9.560591,0.2801229,-2.4512,0.0318,0.1480887,4.389,0,34
1402,4938.8213,2224.3088,214.44095726,52.393540476,7.680145,0.2760862,-2.2134,0.039,0.1480887,4.463,0,49
1403,4568.4502,2212.9177,214.41305477,52.409520268,6.618633,0.2734462,-2.0519,0.0449,0.1480887,1.678,0,58
1404,3024.8203,2206.6624,214.29955213,52.477894028,2.665993,0.2681807,-1.0646,0.1092,0.1480887,2.175,0,63
1405,21.1695,2212.0015,214.07895916,52.611411045,2.736382,0.2675222,-1.0929,0.1062,0.1480887,2.041,0,26
1406,1926.8333,2215.6865,214.21958565,52.527065607,4.089467,0.2699643,-1.5292,0.0717,0.1480887,3.109,0,57
1407,2561.1296,2217.7966,214.2663377,52.498993966,3.473717,0.2691166,-1.352,0.0841,0.1480887,3.434,0,29
1408,3391.719,2219.5874,214.32739668,52.462163838,2.718573,0.2677521,-1.0859,0.107,0.1480887,2.189,0,35
1409,1833.5142,2225.9929,214.21347703,52.531669484,4.174934,0.2706369,-1.5516,0.0704,0.1480887,2.806,0,33
1410,4267.3589,2239.3901,214.39296405,52.424102495,6.646722,0.2750312,-2.0565,0.0449,0.1480887,4.109,0,66
1411,3194.3047,2233.9661,214.31397373,52.471582548,13.5872,0.2857853,-2.8328,0.0228,0.1480887,1.817,0,47
1412,331.5908,2237.8955,214.10374881,52.598817573,11.93728,0.283219,-2.6923,0.0258,0.1480887,2.346,0,39
1413,249.0551,2243.0427,214.098037,52.602706165,5.610706,0.273198,-1.8725,0.0529,0.1480887,4.574,0,53
1414,3875.1912,2229.2026,214.36351659,52.44109434,2.466164,0.2672945,-0.9801,0.1177,0.1480887,1.842,0,47
1415,59.6524,2230.1309,214.08312169,52.610519459,3.053901,0.2680973,-1.2121,0.0953,0.1480887,1.903,0,17
1416,978.5845,2245.5598,214.15199171,52.570477566,22.10197,0.3008232,-3.3611,0.0148,0.1480887,1.836,0,39
1417,113.7127,2241.27,214.08792334,52.608623937,5.335155,0.2714187,-1.8179,0.0552,0.1480887,2.394,0,39
1418,3402.0007,2231.5022,214.32901971,52.462239485,2.863948,0.2672287,-1.1424,0.1013,0.1480887,2.158,0,49
1419,4312.5391,2243.4561,214.39656621,52.422273646,4.289945,0.270843,-1.5811,0.0686,0.1480887,3.693,0,43
1420,1087.379,2242.8877,214.1598088,52.565532636,4.452921,0.2706165,-1.6216,0.066,0.1480887,2.108,0,42
1421,2778.4392,2241.2456,214.28399953,52.490389206,3.728152,0.2695748,-1.4287,0.0785,0.1480887,2.219,0,22
1422,3033.1943,2252.5833,214.30351723,52.479575923,10.36589,0.2812645,-2.539,0.0295,0.1480887,2.415,0,45
1423,4832.2061,2240.1936,214.43432572,52.398996729,2.76324,0.2675709,-1.1035,0.1052,0.1480887,4.485,0,38
1424,829.2099,2255.7131,214.14172918,52.577556788,50.81485,0.3438139,-4.265,0.0073,0.1480887,1.905,0,61
1425,1756.2136,2262.0496,214.21042417,52.536715352,20.44598,0.2983765,-3.2765,0.0158,0.1480887,2.574,0,38
1426,192.5368,2243.0166,214.09386603,52.605209531,2.578964,0.2677613,-1.0286,0.1128,0.1480887,2.079,0,26
1427,787.5046,2287.4033,214.140969,52.580826716,14.71571,0.287938,-2.9195,0.0212,0.1480887,4.765,0,37
1428,3156.4302,2284.1096,214.31485582,52.475508579,308.881,0.6069695,-6.2245,0.0021,0.1480887,1.941,0,24
1429,2304.5566,2265.4365,214.25097234,52.512521849,16.50831,0.2919053,-3.0443,0.0192,0.1480887,3.074,0,27
1430,1604.5959,2250.2256,214.19841019,52.54291476,2.605761,0.2678099,-1.0398,0.1116,0.1480887,1.969,0,48
1431,945.0347,2249.6978,214.14982256,52.572150905,2.601384,0.2664885,-1.038,0.1113,0.1480887,2.369,0,30
1432,2250.1353,2257.5254,214.24639726,52.514584517,2.630944,0.2665423,-1.0503,0.11,0.1480887,2.678,0,53
1433,3848.1394,2267.3748,214.36432133,52.444003586,3.579437,0.2698278,-1.3845,0.0819,0.1480887,3.397,0,22
1434,1109.2059,2269.0156,214.16332263,52.565735462,5.784124,0.273249,-1.9056,0.0513,0.1480887,3.249,0,51
1435,3714.5735,2263.8796,214.3542844,52.449787998,3.82615,0.2694908,-1.4569,0.0765,0.1480887,2.435,0,32
1436,3395.6414,2263.5896,214.33089514,52.463956937,3.209172,0.2689005,-1.266,0.091,0.1480887,2.38,0,50
1437,2843.1458,2274.4399,214.29117006,52.488999179,28.0826,0.3105425,-3.6211,0.012,0.1480887,1.828,0,34
1438,1254.3196,2297.0149,214.17604949,52.560552936,17.13406,0.2927035,-3.0847,0.0186,0.1480887,4.608,0,52
1439,2830.4026,2279.3545,214.29059367,52.489785282,5.617381,0.2732099,-1.8738,0.0528,0.1480887,2.29,0,47
1440,4072.5837,2288.0334,214.38226051,52.434942163,5.118414,0.2718067,-1.7728,0.0577,0.1480887,3.374,0,46
1441,296.0037,2285.5261,214.10459992,52.602531051,3.311168,0.2685623,-1.3,0.0881,0.1480887,2.358,0,52
1442,472.0105,2293.2324,214.11814117,52.595075424,4.749973,0.2714071,-1.6917,0.0621,0.1480887,4.288,0,33
1443,2108.7507,2292.686,214.23857513,52.522436715,7.756594,0.2754573,-2.2242,0.0386,0.1480887,1.701,0,37
1444,3731.9536,2324.9829,214.36001681,52.451746066,22.76259,0.3021189,-3.3931,0.0144,0.1480887,5.028,0,47
1445,2789.6689,2294.3501,214.28869898,52.492266115,6.989613,0.2751256,-2.1111,0.0427,0.1480887,2.739,0,49
1446,3830.0623,2293.4089,214.36489754,52.445971159,4.748523,0.2719212,-1.6914,0.0622,0.1480887,2.014,0,46
1447,1991.829,2290.3994,214.22981532,52.52752564,3.565416,0.2690211,-1.3803,0.0819,0.1480887,2.187,0,35
1448,3613.3384,2290.7007,214.34882591,52.455489046,4.313029,0.2685426,-1.587,0.0676,0.1480887,2.202,0,53
1449,236.5045,2289.9404,214.1005335,52.605365921,2.887328,0.2664823,-1.1512,0.1002,0.1480887,2.2,0,16
1450,2001.9631,2292.0095,214.2306777,52.527147808,2.781621,0.2681282,-1.1107,0.1047,0.1480887,2.01,0,57
1451,276.3441,2295.4478,214.10387396,52.603847338,3.416484,0.2692742,-1.3339,0.0856,0.1480887,3.076,0,36
1452,4286.748,2303.7212,214.39907739,52.42611346,7.157927,0.2749121,-2.137,0.0417,0.1480887,2.8,0,34
1453,3192.9827,2298.9646,214.31862019,52.474548118,4.234988,0.2702256,-1.5671,0.0693,0.1480887,2.671,0,49
1454,4278.4312,2318.2664,214.39953044,52.427133318,12.73727,0.2853246,-2.7627,0.0243,0.1480887,7.306,16,45
1455,1918.7723,2304.2297,214.22545448,52.531388311,3.159369,0.2688107,-1.249,0.0924,0.1480887,2.637,0,98
1456,3662.9551,2323.6343,214.35486431,52.454754574,6.439603,0.2749211,-2.0221,0.0464,0.1480887,6.069,0,38
1457,835.6518,2359.5579,214.14978236,52.581926055,30.18618,0.3138109,-3.6995,0.0113,0.1480887,5.238,0,31
1458,4238.5317,2307.7876,214.39584644,52.428440765,4.084809,0.2702158,-1.5279,0.0718,0.1480887,2.986,0,16
1459,1091.1713,2305.8374,214.16468183,52.568185568,2.714434,0.2680066,-1.0842,0.1072,0.1480887,1.986,0,32
1460,2941.8391,2306.8447,214.3007759,52.486063023,2.933181,0.2678788,-1.1683,0.0992,0.1480887,1.608,0,54
1461,3077.3093,2317.3259,214.31147768,52.480510931,3.347097,0.2683658,-1.3117,0.0871,0.1480887,3.156,0,51
1462,3553.5879,2318.7124,214.34649264,52.459398307,5.976566,0.2733338,-1.9411,0.0497,0.1480887,2.024,0,50
1463,2270.4731,2416.7483,214.2595124,52.5208081,7302.237,2.674445,-9.6586,0.0004,0.1480887,2.0,0,37
1464,3489.9639,2336.8,214.34315073,52.463036141,14.96098,0.2893227,-2.9374,0.021,0.1480887,3.848,0,30
1465,4979.9731,2309.4946,214.45018054,52.395510774,2.801762,0.2671158,-1.1186,0.1035,0.1480887,2.744,0,74
1466,3974.6956,2317.7649,214.37726493,52.440625637,6.873178,0.2741534,-2.0929,0.0433,0.1480887,2.44,0,20
1467,2504.4866,2421.2883,214.27703049,52.510616171,7455.732,2.702061,-9.6812,0.0004,0.1480887,2.005,2,49
1468,2152.8889,2336.4673,214.24501373,52.522436725,79.8137,0.3819923,-4.7552,0.0052,0.1480887,1.903,0,40
1469,2.4953,2329.5449,214.08615855,52.617511954,5.308583,0.2640311,-1.8124,0.054,0.1480887,3.368,24,62
1470,3483.9182,2324.7036,214.34182485,52.462764202,4.09999,0.2694629,-1.532,0.0714,0.1480887,3.688,0,37
1471,1006.0933,2331.6775,214.16030237,52.573117265,3.286864,0.2682569,-1.292,0.0886,0.1480887,4.65,2,44
1472,503.7357,2359.7766,214.12533665,52.596652938,267.1815,0.5730456,-6.067,0.0023,0.1480887,1.938,0,24
1473,4210.7363,2344.6111,214.3965002,52.431322646,11.93993,0.2844597,-2.6925,0.0259,0.1480887,3.043,0,17
1474,3392.2659,2337.0793,214.33601117,52.467392777,4.887516,0.2703581,-1.7227,0.0601,0.1480887,1.733,0,39
1475,4566.7363,2333.7361,214.42174655,52.414992143,3.23341,0.2681603,-1.2742,0.0901,0.1480887,1.753,0,24
1476,2962.2693,2381.7007,214.30773823,52.488503234,6.304668,0.2731457,-1.9992,0.0471,0.1480887,2.586,0,44
1477,1268.3922,2334.9478,214.1798538,52.561628227,3.159677,0.2688112,-1.2491,0.0924,0.1480887,2.005,0,68
1478,3260.3701,2337.0444,214.32634017,52.47325527,3.142699,0.2687806,-1.2433,0.0929,0.1480887,2.461,0,53
1479,3165.884,2341.2563,214.3197198,52.47764397,2.796507,0.2663169,-1.1165,0.1034,0.1480887,2.81,0,44
1480,2560.1384,2341.1021,214.27526352,52.504555805,3.163026,0.2667206,-1.2503,0.0916,0.1480887,1.853,0,27
1481,1809.1184,2343.8726,214.22028591,52.538031298,2.64988,0.2668399,-1.0581,0.1094,0.1480887,1.778,0,30
1482,3303.262,2359.813,214.33114643,52.472366435,9.518016,0.2802997,-2.4464,0.032,0.1480887,2.992,0,27
1483,1764.052,2352.5605,214.2176062,52.540420873,6.61077,0.2749678,-2.0506,0.0452,0.1480887,1.748,0,43
1484,696.7777,2342.614,214.1383129,52.587324721,1.719432,0.265936,-0.5885,0.168,0.1480887,0.874,0,51
1485,3071.7405,2363.1489,214.31441374,52.482807805,8.134529,0.2773898,-2.2758,0.037,0.1480887,3.065,0,36
1486,3564.5642,2361.949,214.35045261,52.460842918,6.375791,0.2748085,-2.0113,0.0468,0.1480887,2.79,0,24
1487,3361.0828,2366.1599,214.33584812,52.470079415,19.98437,0.2969169,-3.2517,0.0161,0.1480887,1.774,0,19
1488,4460.5601,2361.1394,214.41598225,52.420942226,5.145271,0.2723704,-1.7785,0.0575,0.1480887,2.336,0,31
1489,4714.5342,2358.7993,214.43438126,52.409531391,3.22627,0.2694527,-1.2718,0.0907,0.1480887,2.566,0,33
1490,3539.1943,2354.5803,214.34805591,52.46164176,2.452116,0.267269,-0.9739,0.1184,0.1480887,1.757,0,47
1491,3962.8315,2365.218,214.37985989,52.443273795,4.796025,0.2712308,-1.7022,0.0614,0.1480887,3.465,0,46
1492,2071.1565,2357.8088,214.24056536,52.527021446,2.609118,0.2678159,-1.0412,0.1115,0.1480887,1.415,0,32
1493,3326.968,2376.4958,214.33410192,52.472058353,11.82149,0.2827726,-2.6817,0.026,0.1480887,3.238,0,47
1494,3301.4834,2380.2188,214.33250551,52.47335788,19.14424,0.2957787,-3.2051,0.0168,0.1480887,2.763,0,25
1495,560.7632,2374.3108,214.13060149,52.594776359,22.65173,0.3012428,-3.3878,0.0144,0.1480887,1.832,0,36
1496,4742.4468,2371.1863,214.43732573,52.408841641,5.644312,0.2732577,-1.879,0.0526,0.1480887,4.07,0,24
1497,2682.3821,2539.4282,214.2987154,52.507997136,18752.79,4.273256,-10.6827,0.0002,0.1480887,2.046,0,68
1498,2137.7346,2375.0254,214.24671451,52.524835718,4.656825,0.2714992,-1.6702,0.0633,0.1480887,2.773,0,31
1499,4407.8604,2374.5618,214.41310754,52.423887393,6.808411,0.2753162,-2.0826,0.0439,0.1480887,1.901,0,29
1500,1491.0461,2388.9661,214.20018225,52.554168494,11.72316,0.2840899,-2.6726,0.0263,0.1480887,4.088,0,38
1501,3655.157,2368.895,214.35759658,52.457124375,2.879998,0.2669951,-1.1485,0.1007,0.1480887,2.397,0,41
1502,762.3628,2389.8447,214.14659313,52.58653375,18.16769,0.2948877,-3.1482,0.0176,0.1480887,2.546,0,34
1503,2256.2952,2382.1804,214.25594758,52.519890654,5.161144,0.2713662,-1.7819,0.0571,0.1480887,4.425,2,90
1504,1875.1592,2376.5083,214.22752355,52.536560886,3.316177,0.2680483,-1.3016,0.0878,0.1480887,2.943,0,48
1505,3013.0864,2392.5847,214.31226034,52.48673136,20.53216,0.298046,-3.2811,0.0158,0.1480887,2.603,0,25
1506,3491.9265,2403.3838,214.34815466,52.465925355,21.39279,0.2996776,-3.3257,0.0152,0.1480887,4.677,0,23
1507,1806.5756,2387.4248,214.22327781,52.540094409,6.969966,0.2756007,-2.1081,0.0429,0.1480887,2.755,0,20
1508,2375.1726,2404.7815,214.26632933,52.515622045,148.7679,0.4619204,-5.4313,0.0034,0.1480887,1.89,0,21
1509,4227.0049,2377.4941,214.40009077,52.432067564,2.917701,0.2673262,-1.1626,0.0995,0.1480887,2.57,0,18
1510,4800.0342,2389.1628,214.44284695,52.407080029,4.51166,0.2712398,-1.6358,0.0653,0.1480887,2.407,0,46
1511,2474.8311,2424.6509,214.27509842,52.512084108,127.4217,0.4389339,-5.2631,0.0037,0.1480887,2.048,3,43
1512,2251.0562,2397.8418,214.2567059,52.5208243,7.81884,0.2770906,-2.2329,0.0385,0.1480887,5.513,1,38
1513,4621.5186,2388.0132,214.42971378,52.414977019,2.810452,0.2679185,-1.1219,0.1035,0.1480887,2.351,0,18
1514,499.3849,2412.7937,214.12888568,52.599222969,33.47503,0.3186336,-3.8118,0.0103,0.1480887,3.217,0,24
1515,1220.8525,2397.6609,214.18093167,52.566547234,5.100755,0.2720333,-1.7691,0.0579,0.1480887,2.688,0,37
1516,1718.1935,2419.8699,214.2191469,52.545470722,31.86675,0.3159539,-3.7583,0.0108,0.1480887,2.967,0,39
1517,3070.677,2398.8599,214.31694243,52.484452129,2.818771,0.2666208,-1.1251,0.1027,0.1480887,1.656,0,24
1518,1662.1316,2463.167,214.21818448,52.549898214,1190.607,1.106362,-7.6894,0.001,0.1480887,1.964,0,52
1519,1125.6866,2402.156,214.17425332,52.570970642,2.656736,0.2668523,-1.0609,0.1091,0.1480887,2.946,0,49
1520,2683.8218,2404.168,214.28894618,52.501882318,2.531735,0.2674135,-1.0085,0.1147,0.1480887,1.845,0,36
1521,1037.9442,2420.9175,214.16916174,52.575703686,6.258939,0.27255,-1.9913,0.0473,0.1480887,4.827,0,37
1522,4514.647,2422.7104,214.42443219,52.421284125,13.63423,0.2858651,-2.8366,0.0228,0.1480887,2.74,0,38
1523,3575.8325,2436.1355,214.35669358,52.463657776,204.696,0.5173249,-5.7778,0.0027,0.1480887,1.895,0,25
1524,3944.9475,2416.1467,214.38226815,52.446345014,3.375116,0.2694602,-1.3207,0.0867,0.1480887,2.996,0,26
1525,687.6963,2444.3335,214.1450684,52.592287328,8.932666,0.2777732,-2.3775,0.0338,0.1480887,4.475,0,51
1526,1046.9354,2437.7954,214.17105593,52.576061148,10.15185,0.2813944,-2.5164,0.0301,0.1480887,4.039,0,66
1527,1977.3623,2506.3152,214.24451275,52.537834468,3217.113,1.785952,-8.7687,0.0006,0.1480887,1.958,0,48
1528,2569.7988,2425.7666,214.28215271,52.507914865,6.683889,0.2750968,-2.0626,0.0447,0.1480887,3.251,0,54
1529,620.0569,2430.5635,214.13907812,52.594669343,7.75691,0.2769822,-2.2242,0.0388,0.1480887,3.158,0,45
1530,3701.3159,2435.2847,214.36582407,52.458038453,12.91157,0.2846363,-2.7774,0.0239,0.1480887,1.95,0,47
1531,1003.5336,2435.4509,214.16768843,52.577881378,4.663938,0.2712533,-1.6719,0.0632,0.1480887,2.545,0,57
1532,2010.6461,2429.8984,214.24138033,52.532935613,2.866091,0.2667069,-1.1432,0.1011,0.1480887,1.968,0,31
1533,2018.3219,2434.957,214.24231377,52.532821236,3.57305,0.2687739,-1.3826,0.0817,0.1480887,2.048,0,28
1534,3087.5583,2436.7573,214.320947,52.485396454,5.800092,0.2730204,-1.9086,0.0511,0.1480887,1.741,0,31
1535,4239.6123,2445.4109,214.40597108,52.434540168,6.600334,0.2744384,-2.0489,0.0452,0.1480887,3.457,0,38
1536,3676.6987,2435.5149,214.36403766,52.459143721,3.82574,0.2681849,-1.4568,0.0761,0.1480887,2.919,0,57
1537,3481.2261,2446.6865,214.35053165,52.468336877,11.24338,0.2825254,-2.6272,0.0273,0.1480887,2.619,0,43
1538,3272.9851,2448.3328,214.33538854,52.477670337,3.811495,0.2699848,-1.4527,0.0769,0.1480887,2.366,0,28
1539,3030.4131,2447.532,214.31754235,52.488418536,5.711531,0.2731201,-1.8919,0.0519,0.1480887,1.91,0,51
1540,949.637,2473.0984,214.16646714,52.581959219,175.1156,0.4880861,-5.6083,0.003,0.1480887,1.968,0,42
1541,4023.3611,2462.2349,214.39137308,52.444915182,48.07718,0.3403424,-4.2048,0.0077,0.1480887,1.844,0,36
1542,3569.4331,2455.1907,214.35761579,52.464794075,8.271925,0.27763,-2.294,0.0364,0.1480887,2.089,0,36
1543,1681.2355,2506.3335,214.22274103,52.550983158,13.50933,0.2866341,-2.8266,0.023,0.1480887,5.442,0,43
1544,2440.5359,2464.042,214.27545567,52.51537028,5.447899,0.272394,-1.8406,0.0543,0.1480887,2.807,0,46
1545,473.2102,2482.2166,214.13202381,52.603496017,153.3478,0.4667047,-5.4642,0.0033,0.1480887,1.909,0,35
1546,3493.3967,2455.7793,214.35208731,52.468202068,2.766957,0.2681017,-1.105,0.1052,0.1480887,1.788,0,55
1547,4849.7935,2457.1995,214.45145016,52.407901369,3.030917,0.2677938,-1.2039,0.096,0.1480887,1.863,0,28
1548,2576.9141,2460.4536,214.2852073,52.509150657,2.920105,0.2662785,-1.1635,0.099,0.1480887,3.408,0,84
1549,1001.705,2489.6711,214.17151201,52.580392167,13.13024,0.2855007,-2.7957,0.0236,0.1480887,6.446,18,33
1550,1128.3931,2460.812,214.17873443,52.573478779,2.261287,0.2669225,-0.8859,0.1282,0.1480887,2.013,0,25
1551,3065.6934,2469.5977,214.32174088,52.487836981,4.234311,0.2697045,-1.567,0.0692,0.1480887,2.867,0,77
1552,281.8167,2464.3328,214.11660446,52.611178876,3.279161,0.2690267,-1.2894,0.0891,0.1480887,2.4,0,23
1553,8.0653,2483.1067,214.09777857,52.62415375,80.66002,0.3830654,-4.7666,0.0052,0.1480887,1.933,16,30
1554,1148.5104,2469.2646,214.18083271,52.572964972,3.282151,0.2677247,-1.2904,0.0886,0.1480887,3.483,0,73
1555,2131.8391,2483.8201,214.25422329,52.529967348,40.8085,0.329608,-4.0269,0.0088,0.1480887,1.854,0,37
1556,4623.9243,2474.8162,214.43622644,52.41874558,3.949143,0.2699721,-1.4913,0.0742,0.1480887,3.571,0,44
1557,2996.4216,2474.3831,214.31700933,52.491130284,3.517993,0.2691964,-1.3657,0.0831,0.1480887,2.027,0,49
1558,1990.9144,2487.4639,214.24413255,52.536388789,5.617656,0.271923,-1.8739,0.0526,0.1480887,5.376,1,32
1559,2475.9675,2477.9856,214.27907549,52.514420081,3.198464,0.2683587,-1.2624,0.0911,0.1480887,2.618,0,38
1560,1577.1271,2487.2332,214.21368876,52.554749186,4.536095,0.2710246,-1.6417,0.0649,0.1480887,2.586,0,27
1561,3700.429,2491.9116,214.3698932,52.460608519,12.64973,0.2849295,-2.7552,0.0245,0.1480887,2.278,0,33
1562,281.1051,2492.918,214.11863884,52.612492271,13.13088,0.2852558,-2.7957,0.0236,0.1480887,1.805,0,45
1563,3559.0317,2489.2927,214.3593434,52.466780895,5.958722,0.2727881,-1.9379,0.0497,0.1480887,1.621,0,16
1564,1891.6722,2487.4878,214.23683906,52.54079659,2.59465,0.2667395,-1.0352,0.1116,0.1480887,2.809,0,51
1565,1342.0603,2505.728,214.19774258,52.566010312,4.924665,0.2706841,-1.7309,0.0597,0.1480887,4.772,0,42
1566,989.819,2500.262,214.17140984,52.581394016,7.001462,0.2756561,-2.113,0.0428,0.1480887,2.745,3,12
1567,1607.3652,2497.542,214.21666575,52.553868634,6.99911,0.275652,-2.1126,0.0428,0.1480887,2.358,0,66
1568,846.9309,2494.7412,214.1604814,52.587484751,3.368411,0.2686657,-1.3186,0.0866,0.1480887,2.353,0,48
1569,3889.5671,2530.8687,214.38658899,52.453934691,314.5818,0.6117376,-6.2443,0.0021,0.1480887,1.91,0,28
1570,3010.8555,2493.8508,214.31948939,52.491359273,3.128757,0.2687554,-1.2384,0.0933,0.1480887,2.125,0,29
1571,1930.9606,2496.3108,214.24037145,52.53944708,2.96025,0.2674034,-1.1783,0.0981,0.1480887,1.847,0,32
1572,3115.3755,2499.9646,214.32760157,52.486986219,3.706834,0.269276,-1.4225,0.0789,0.1480887,2.063,0,28
1573,1386.7445,2513.9551,214.20163179,52.564395817,9.319727,0.2797056,-2.4235,0.0326,0.1480887,3.732,0,33
1574,63.9257,2513.989,214.10415529,52.623063357,54.93565,0.3497797,-4.3496,0.0069,0.1480887,1.89,0,26
1575,1513.9719,2507.8779,214.21054979,52.558476976,4.623471,0.271181,-1.6624,0.0637,0.1480887,2.215,0,53
1576,3763.5,2505.9995,214.37554134,52.458432313,2.735218,0.266732,-1.0925,0.1059,0.1480887,1.919,0,21
1577,1547.2065,2570.259,214.21754967,52.559795448,17.3638,0.2935625,-3.0991,0.0184,0.1480887,6.6,2,38
1578,1242.4486,2519.8601,214.19144237,52.571063669,5.376083,0.2725238,-1.8262,0.0551,0.1480887,3.001,0,58
1579,4061.0408,2527.0347,214.39886223,52.446133219,6.670287,0.2750728,-2.0604,0.0448,0.1480887,4.553,0,31
1580,3013.5322,2547.437,214.32359828,52.493636536,266.521,0.5723636,-6.0643,0.0023,0.1480887,1.923,0,45
1581,1884.1736,2536.8042,214.23988845,52.543337384,18.51894,0.2949895,-3.169,0.0173,0.1480887,2.584,0,33
1582,4040.7068,2517.9475,214.39671037,52.446632178,2.708067,0.265892,-1.0816,0.1066,0.1480887,1.576,0,29
1583,917.5215,2555.6372,214.17012778,52.587082556,196.3575,0.5091713,-5.7326,0.0028,0.1480887,1.952,0,44
1584,4831.1826,2523.1758,214.45490704,52.411675167,2.738936,0.2675268,-1.094,0.1061,0.1480887,2.719,0,48
1585,182.0512,2526.5835,214.11379014,52.618392668,3.720049,0.2700804,-1.4264,0.0788,0.1480887,2.191,0,52
1586,2210.7524,2528.5474,214.26328709,52.528464244,4.635357,0.2714609,-1.6652,0.0636,0.1480887,2.577,0,53
1587,4696.2188,2525.7783,214.44523244,52.417801686,2.860612,0.2680093,-1.1411,0.1017,0.1480887,1.463,0,27
1588,2768.3057,2532.998,214.3045521,52.50389094,2.76713,0.2670529,-1.1051,0.1048,0.1480887,1.788,0,39
1589,4676.8618,2552.0603,214.44573645,52.419836906,4.326302,0.2706489,-1.5903,0.0679,0.1480887,2.505,0,35
1590,1857.803,2613.1201,214.24352236,52.547924786,1454.369,1.216514,-7.9067,0.0009,0.1480887,1.96,0,38
1591,2533.301,2555.6453,214.28895544,52.515347282,7.123644,0.2745962,-2.1318,0.0419,0.1480887,1.826,0,37
1592,716.0126,2550.051,214.15487335,52.595770172,2.512431,0.2676408,-1.0002,0.1157,0.1480887,2.023,0,23
1593,712.5897,2551.2107,214.15470578,52.595973957,2.35354,0.2668272,-0.9293,0.1231,0.1480887,2.919,0,33
1594,293.6202,2560.0139,214.12446067,52.614946106,4.745341,0.2713988,-1.6907,0.0621,0.1480887,2.014,0,48
1595,3658.7937,2582.8062,214.37348021,52.46652245,38.22606,0.3255701,-3.9559,0.0092,0.1480887,3.165,0,29
1596,2152.4194,2557.7905,214.26113638,52.532363998,2.279831,0.2669562,-0.8948,0.1272,0.1480887,1.919,0,30
1597,2219.3503,2571.4893,214.2670543,52.530004091,25.82114,0.3056153,-3.5299,0.0129,0.1480887,1.82,0,51
