NUMBER,X_IMAGE,Y_IMAGE,X_WORLD,Y_WORLD,FLUX_APER,FLUXERR_APER,MAG_APER,MAGERR_APER,THRESHOLD,FLUX_RADIUS,FLAGS,NITER_MODEL
1,161.2009,81.3464,213.93416838,52.509523256,238.7714,0.5484717,-5.945,0.0025,0.1480887,5.747,0,41
2,1509.0299,40.8652,214.03052075,52.44807199,42262.24,6.408332,-11.5649,0.0002,0.1480887,3.974,4,108
3,686.047,21.7964,213.96853929,52.483635936,208.3679,0.5208911,-5.7971,0.0027,0.1480887,1.98,0,48
4,1960.5981,19.2107,214.06215419,52.427103071,24.0269,0.3039111,-3.4517,0.0137,0.1480887,4.483,16,64
5,355.1293,22.8393,213.94422133,52.498318391,10.31646,0.2811792,-2.5338,0.0296,0.1480887,2.974,0,34
6,4531.1855,14.9708,214.25030374,52.312903999,12.60366,0.2850974,-2.7512,0.0246,0.1480887,2.582,0,30
7,3077.1528,16.2289,214.14391523,52.377485345,5.506123,0.2730123,-1.8521,0.0538,0.1480887,1.978,0,57
8,78.4979,15.056,213.92325157,52.510199227,11.82892,0.2820399,-2.6824,0.0259,0.1480887,2.009,0,46
9,4154.7954,14.9978,214.22277225,52.329617232,2.878994,0.267256,-1.1481,0.1008,0.1480887,3.149,2,38
10,3059.1013,5.3716,214.14180265,52.377799102,4.26279,0.2697558,-1.5742,0.0687,0.1480887,1.892,16,59
11,838.3251,4.6185,213.97851131,52.476127642,6.362176,0.2742732,-2.009,0.0468,0.1480887,2.451,16,33
12,3294.8599,4.5147,214.15902695,52.367305329,3.081196,0.2670978,-1.2218,0.0941,0.1480887,1.747,16,69
13,203.2015,2.8575,213.9315651,52.504137746,12.335,0.283652,-2.7278,0.025,0.1480887,2.582,24,36
14,2148.0261,3.4536,214.07478342,52.418093499,3.322223,0.2688434,-1.3036,0.0879,0.1480887,2.365,16,22
15,2082.0042,2.8727,214.06988996,52.420992167,7.408782,0.2753544,-2.1744,0.0404,0.1480887,2.03,24,38
16,4754.1685,2.5528,214.26570334,52.30244464,2.837238,0.2624098,-1.1322,0.1004,0.1480887,1.94,24,62
17,233.8445,1.9135,213.93375676,52.502740504,4.100671,0.2488855,-1.5321,0.0659,0.1480887,2.157,24,26
18,2853.1799,14.0813,214.12732984,52.387319718,2.977079,0.26822,-1.1845,0.0978,0.1480887,1.542,0,41
19,2215.1538,30.5349,214.08168252,52.41633459,30.14408,0.3135221,-3.698,0.0113,0.1480887,1.878,0,54
20,1911.231,27.5671,214.05913242,52.429664668,6.433518,0.274655,-2.0211,0.0464,0.1480887,4.583,0,48
21,2743.4202,15.7772,214.11939898,52.392261523,3.082741,0.268411,-1.2223,0.0946,0.1480887,2.633,0,74
22,1637.5281,33.221,214.03941775,52.442039404,15.44041,0.2896412,-2.9716,0.0204,0.1480887,3.22,0,16
23,3103.6191,39.2954,214.14753182,52.377345668,40.32789,0.3284729,-4.014,0.0088,0.1480887,2.881,0,36
24,4837.4434,22.4829,214.2732373,52.299637328,3.3861,0.2684363,-1.3242,0.0861,0.1480887,2.646,0,67
25,4879.9834,35.9125,214.27732157,52.298348414,46.55986,0.3377578,-4.17,0.0079,0.1480887,2.021,0,40
26,3114.3267,25.9282,214.14734598,52.376271654,4.03279,0.2690812,-1.514,0.0725,0.1480887,2.617,0,18
27,3489.7307,26.4846,214.17490528,52.359645774,4.208328,0.2696578,-1.5603,0.0696,0.1480887,1.65,0,30
28,4466.1636,44.9774,214.24772867,52.317134683,18.58383,0.2948582,-3.1728,0.0172,0.1480887,3.594,0,47
29,1974.8928,36.5864,214.06446709,52.427249658,8.777029,0.2782589,-2.3584,0.0344,0.1480887,1.642,0,49
30,4463.0303,58.7807,214.24850237,52.317891677,18.67265,0.2950043,-3.178,0.0172,0.1480887,4.761,3,24
31,1059.124,57.2842,213.99859929,52.468723722,11.82014,0.2835138,-2.6816,0.026,0.1480887,3.366,0,48
32,894.2469,57.2106,213.98645107,52.476016197,33.30362,0.3185929,-3.8062,0.0104,0.1480887,3.182,0,33
33,4837.4795,32.0398,214.27393422,52.300063364,2.782263,0.267343,-1.111,0.1044,0.1480887,1.83,0,42
34,44.9489,112.3415,213.92784336,52.516056375,638.5507,0.8298423,-7.013,0.0014,0.1480887,2.008,0,56
35,4786.394,36.8302,214.27054877,52.302547089,2.622854,0.2675787,-1.0469,0.1108,0.1480887,2.792,0,46
36,3720.2498,105.6543,214.19754493,52.352964511,84.67316,0.3890166,-4.8194,0.005,0.1480887,5.777,0,37
37,3237.5798,57.8688,214.1587037,52.372237066,59.74022,0.3565768,-4.4407,0.0065,0.1480887,1.908,0,39
38,3901.3931,40.8246,214.20609998,52.342021677,2.536417,0.267422,-1.0106,0.1145,0.1480887,2.057,0,78
39,2463.9871,61.5861,214.10221424,52.406701307,12.35273,0.2844235,-2.7294,0.025,0.1480887,3.151,0,46
40,710.815,64.4167,213.97346045,52.484455335,4.743611,0.2713957,-1.6903,0.0621,0.1480887,5.088,0,53
41,1330.5515,48.6866,214.01795605,52.456324336,5.021181,0.2705978,-1.752,0.0585,0.1480887,1.93,0,59
42,4249.9707,46.3147,214.23201148,52.326794138,2.650434,0.2673663,-1.0583,0.1096,0.1480887,2.36,0,25
43,4159.0205,84.4799,214.22812929,52.332540823,4.78448,0.2714688,-1.6996,0.0616,0.1480887,3.12,0,37
44,381.0073,51.7179,213.94822727,52.498472077,3.792614,0.2696908,-1.4473,0.0772,0.1480887,2.908,0,60
45,3607.1641,45.3394,214.18487919,52.355280505,2.472632,0.2675686,-0.9829,0.1175,0.1480887,2.368,0,29
46,904.7163,82.8087,213.98908186,52.476702894,174.5336,0.4882266,-5.6047,0.003,0.1480887,1.965,0,41
47,4459.0635,64.6879,214.24864143,52.318332254,10.7155,0.2808691,-2.575,0.0285,0.1480887,3.977,3,47
48,3686.2258,63.6029,214.19199761,52.352590628,6.883801,0.275449,-2.0946,0.0435,0.1480887,2.257,0,32
49,1255.183,142.0064,214.01918863,52.463850992,2448.15,1.563314,-8.4721,0.0007,0.1480887,1.982,0,25
50,4478.105,67.8407,214.25026302,52.317627782,4.569773,0.2700474,-1.6497,0.0642,0.1480887,3.562,0,39
51,4381.4346,100.4237,214.24556002,52.32337919,26.92373,0.3082722,-3.5753,0.0124,0.1480887,3.489,0,61
52,1425.649,68.3476,214.02638245,52.452997335,2.946681,0.2684266,-1.1733,0.0989,0.1480887,4.68,0,58
53,3379.9075,72.6788,214.17021282,52.366587604,3.465007,0.2685789,-1.3493,0.0842,0.1480887,2.337,0,35
54,28.4049,93.7858,213.92527457,52.515953499,8.836269,0.2786142,-2.3657,0.0342,0.1480887,5.363,0,24
55,472.3799,216.9954,213.96697236,52.501858582,11043.44,3.283603,-10.1078,0.0003,0.1480887,2.055,0,41
56,2082.6477,106.9532,214.07749838,52.425633732,29.63265,0.3127299,-3.6794,0.0115,0.1480887,4.493,0,50
57,4125.4385,92.8951,214.22628311,52.334408499,99.48515,0.4062031,-4.9944,0.0044,0.1480887,1.915,0,37
58,1611.2223,73.6184,214.0404176,52.445017663,2.271934,0.2669418,-0.891,0.1276,0.1480887,1.538,0,26
59,3610.6631,88.9746,214.18830567,52.357080134,7.556622,0.2768848,-2.1958,0.0398,0.1480887,2.746,0,45
60,3159.1873,103.3575,214.15626082,52.377752673,8.944518,0.2790541,-2.3789,0.0339,0.1480887,4.659,0,53
61,654.9078,124.2874,213.97369014,52.489618625,20.45641,0.2972152,-3.2771,0.0158,0.1480887,5.513,0,32
62,1938.8376,94.733,214.06604118,52.431456053,7.276999,0.2758863,-2.1549,0.0412,0.1480887,3.093,0,35
63,4843.5059,92.2788,214.2787511,52.302491039,6.887466,0.2746901,-2.0951,0.0433,0.1480887,2.125,0,38
64,1735.3912,93.0192,214.0509591,52.440389947,3.179672,0.2685861,-1.256,0.0917,0.1480887,3.471,0,37
65,209.4791,102.026,213.93923196,52.508318261,33.36538,0.3184666,-3.8082,0.0104,0.1480887,1.978,0,42
66,3743.2913,92.0602,214.19824482,52.351333078,4.674358,0.2699754,-1.6743,0.0627,0.1480887,2.608,0,28
67,219.9692,95.2968,213.93951684,52.507551935,6.518545,0.2735252,-2.0354,0.0456,0.1480887,2.157,0,32
68,2881.0125,85.5377,214.13456301,52.389289463,2.724612,0.2682867,-1.0883,0.1069,0.1480887,1.834,0,77
69,1907.6681,89.9968,214.06340586,52.432624162,2.73714,0.2680477,-1.0932,0.1064,0.1480887,2.031,0,53
70,3355.7061,161.343,214.17488116,52.371634174,33.40977,0.3172096,-3.8097,0.0103,0.1480887,7.129,0,32
71,2564.2986,104.5083,214.1126976,52.4041804,3.692961,0.2679446,-1.4184,0.0788,0.1480887,2.484,0,49
72,4326.5957,101.7869,214.24164759,52.325875353,3.532723,0.2692229,-1.3703,0.0828,0.1480887,2.245,0,72
73,3100.2947,118.1014,214.15301348,52.381025393,15.97108,0.2893183,-3.0083,0.0197,0.1480887,3.813,0,26
74,3685.7559,107.5965,214.19515951,52.354582222,3.974811,0.270278,-1.4983,0.0738,0.1480887,4.168,0,23
75,3418.0078,105.5136,214.17539079,52.366368709,7.349354,0.2762676,-2.1656,0.0408,0.1480887,1.815,0,41
76,3021.1499,106.5659,214.14637083,52.384018199,5.695343,0.2730914,-1.8888,0.0521,0.1480887,1.978,0,50
77,381.9291,144.9224,213.9550665,52.50262035,15.93801,0.2897476,-3.0061,0.0197,0.1480887,5.026,0,49
78,2898.5332,104.9713,214.13726037,52.389383849,3.44965,0.2690732,-1.3444,0.0847,0.1480887,3.835,0,40
79,861.7326,102.3793,213.9873374,52.479483951,3.382329,0.2692127,-1.323,0.0864,0.1480887,2.702,0,39
80,1044.491,100.0636,214.0006296,52.471292744,3.004275,0.266958,-1.1943,0.0965,0.1480887,2.913,0,35
81,1930.9077,108.2646,214.06644139,52.432414532,9.508827,0.2785256,-2.4453,0.0318,0.1480887,1.654,0,38
82,4448.9233,132.9349,214.25285845,52.321837372,28.16986,0.3095473,-3.6245,0.0119,0.1480887,3.822,0,35
83,698.004,106.6794,213.97558675,52.486920967,3.545704,0.2692463,-1.3743,0.0825,0.1480887,2.028,0,43
84,4264.6572,113.5808,214.23797318,52.329153597,5.856982,0.2738912,-1.9192,0.0508,0.1480887,2.992,0,37
85,3564.6606,114.2258,214.18677008,52.360252538,7.534288,0.2765921,-2.1926,0.0399,0.1480887,2.38,0,52
86,4824.0518,110.437,214.27864876,52.304167786,3.729382,0.2698372,-1.4291,0.0786,0.1480887,3.112,0,36
87,247.6847,118.8854,213.9432748,52.507386742,12.59944,0.2841039,-2.7509,0.0245,0.1480887,2.114,0,37
88,688.4155,111.5499,213.97523402,52.487563987,3.556774,0.269787,-1.3776,0.0824,0.1480887,3.489,0,27
89,709.9788,119.5917,213.97740726,52.486971346,6.416902,0.27437,-2.0183,0.0464,0.1480887,2.191,0,49
90,3325.0435,120.3141,214.16965238,52.37115594,3.566849,0.2685015,-1.3807,0.0818,0.1480887,2.934,0,55
91,2149.9504,248.021,214.09269451,52.428980417,54.10943,0.3488334,-4.3332,0.007,0.1480887,11.047,0,27
92,1746.197,120.8668,214.05377694,52.441161274,4.142491,0.270838,-1.5432,0.071,0.1480887,1.468,0,31
93,678.4673,131.8147,213.97597324,52.488914581,9.623213,0.2802313,-2.4583,0.0316,0.1480887,3.099,0,48
94,2893.0325,130.4563,214.13870849,52.390770253,25.97573,0.3070056,-3.5364,0.0128,0.1480887,1.825,0,48
95,3906.7449,138.3346,214.21357641,52.346151232,21.94612,0.3008052,-3.3534,0.0149,0.1480887,3.148,0,24
96,261.8562,131.6055,213.94524418,52.507331842,6.25615,0.2743416,-1.9908,0.0476,0.1480887,2.319,0,46
97,3346.7249,126.6974,214.17170543,52.370480177,3.816979,0.2689529,-1.4543,0.0765,0.1480887,2.735,0,73
98,4786.1636,128.8712,214.27721921,52.306675825,2.816453,0.2679294,-1.1243,0.1033,0.1480887,2.58,0,61
99,3042.9158,136.0845,214.15011202,52.384376103,4.533913,0.269983,-1.6412,0.0647,0.1480887,3.016,0,33
100,2149.5779,161.6133,214.08638794,52.425120674,31.73482,0.3159735,-3.7538,0.0108,0.1480887,4.063,0,38
101,4422.6353,131.8966,214.25086036,52.322958348,3.089363,0.2673752,-1.2247,0.094,0.1480887,2.013,0,39
102,287.7443,162.5822,213.94940413,52.507579345,7.122409,0.2761231,-2.1316,0.0421,0.1480887,7.123,0,34
103,730.6398,137.4226,213.98022519,52.486858381,4.345273,0.2706829,-1.595,0.0677,0.1480887,2.163,0,33
104,2396.2598,153.7211,214.10393492,52.413835293,22.98802,0.3010854,-3.4038,0.0142,0.1480887,3.182,0,36
105,4083.4365,139.3567,214.22658502,52.338353515,5.029366,0.2721639,-1.7538,0.0588,0.1480887,2.3,0,44
106,3714.6736,148.6032,214.20025719,52.355135778,16.67834,0.2917069,-3.0554,0.019,0.1480887,2.278,0,19
107,1194.8629,138.7314,214.01451043,52.466373998,3.412924,0.2679615,-1.3328,0.0853,0.1480887,2.243,0,32
108,1605.3042,142.219,214.0449664,52.448359122,4.517669,0.2704732,-1.6373,0.065,0.1480887,2.736,0,51
109,999.0212,141.8841,214.00031959,52.475183356,3.61524,0.2691109,-1.3953,0.0808,0.1480887,3.544,0,29
110,4012.4575,165.246,214.22327094,52.342663785,16.24032,0.2914596,-3.0265,0.0195,0.1480887,4.123,0,35
111,2602.988,161.3388,214.1196671,52.405013916,105.3274,0.4141382,-5.0564,0.0043,0.1480887,1.925,0,46
112,1735.6464,159.0543,214.05577575,52.443342456,12.08751,0.2844647,-2.7058,0.0256,0.1480887,3.923,0,46
113,2821.5015,139.922,214.13414802,52.394366234,2.860596,0.2672226,-1.1411,0.1014,0.1480887,3.059,0,30
114,2716.5176,164.865,214.12825636,52.400139095,114.7019,0.423984,-5.1489,0.004,0.1480887,1.91,0,59
115,3253.7646,148.1304,214.16644832,52.375564263,2.912627,0.2681035,-1.1607,0.1,0.1480887,2.946,0,50
116,4141.4365,152.0423,214.23175154,52.336346521,5.482703,0.2729707,-1.8475,0.0541,0.1480887,2.674,0,65
117,2071.0867,145.1515,214.0794242,52.427859757,2.689971,0.2663864,-1.0744,0.1075,0.1480887,2.37,0,50
118,3538.6667,155.8255,214.18788824,52.363269564,8.5676,0.2783982,-2.3321,0.0353,0.1480887,2.639,0,32
119,3221.6826,165.5012,214.16535848,52.377765781,18.87049,0.2941389,-3.1895,0.0169,0.1480887,2.695,0,25
120,3845.387,155.1023,214.21030217,52.349625586,7.278667,0.2751251,-2.1551,0.041,0.1480887,1.868,0,36
121,2500.0183,148.0018,214.11113842,52.408980079,2.491267,0.2676024,-0.9911,0.1167,0.1480887,2.225,0,37
122,4290.2158,150.0391,214.24249223,52.329650838,3.123865,0.2684853,-1.2367,0.0933,0.1480887,2.656,0,24
123,3889.5645,160.6366,214.21393907,52.347912574,7.880657,0.2771988,-2.2414,0.0382,0.1480887,3.024,0,34
124,3086.4114,209.5795,214.15864258,52.385741128,33.84214,0.3191919,-3.8236,0.0102,0.1480887,3.909,0,35
125,1259.3381,171.0129,214.0216021,52.46496952,5.548904,0.2733451,-1.8605,0.0535,0.1480887,4.663,3,42
126,2439.1316,172.4051,214.10844087,52.412773169,24.3417,0.3044131,-3.4659,0.0136,0.1480887,2.424,0,37
127,4333.0693,160.1912,214.24636491,52.328202365,4.461357,0.2703722,-1.6237,0.0658,0.1480887,3.728,0,38
128,2072.0132,163.8052,214.08084771,52.428655626,9.52003,0.279802,-2.4466,0.0319,0.1480887,1.875,0,34
129,2008.4203,167.5954,214.07644961,52.431643052,6.607588,0.2747068,-2.0501,0.0451,0.1480887,2.669,0,45
130,2543.2336,168.9087,214.11583046,52.40800213,7.221982,0.2752801,-2.1466,0.0414,0.1480887,2.386,0,44
131,3977.4529,174.7287,214.22139757,52.344642336,11.65538,0.2832318,-2.6663,0.0264,0.1480887,3.468,0,36
132,1257.9882,164.9733,214.02106388,52.464758091,4.272052,0.2702922,-1.5766,0.0687,0.1480887,4.732,3,44
133,3616.6824,170.3215,214.19465738,52.360457156,7.960415,0.2768318,-2.2523,0.0378,0.1480887,2.66,0,43
134,1598.783,166.9626,214.04628461,52.449758567,5.709171,0.273116,-1.8914,0.052,0.1480887,2.609,0,27
135,95.993,161.8347,213.93520541,52.51602469,2.669899,0.267926,-1.0662,0.109,0.1480887,1.93,0,39
136,4177.1919,170.3287,214.23569688,52.335577719,4.425726,0.2705678,-1.615,0.0664,0.1480887,4.105,0,28
137,309.0441,191.2708,213.9530595,52.507926792,65.02898,0.3633136,-4.5328,0.0061,0.1480887,2.872,0,37
138,2568.4001,188.979,214.1191365,52.407786576,10.69539,0.282081,-2.573,0.0286,0.1480887,5.611,0,44
139,2496.7717,185.534,214.11362731,52.410807146,23.81309,0.3035696,-3.442,0.0138,0.1480887,3.474,0,20
140,2364.5237,185.5573,214.10391757,52.416669694,6.314721,0.2736769,-2.0009,0.0471,0.1480887,4.14,0,42
141,3082.4812,179.9794,214.15620334,52.384588807,12.8823,0.285571,-2.775,0.0241,0.1480887,2.698,0,28
142,128.2066,169.8714,213.93816594,52.514961651,4.643245,0.2709574,-1.6671,0.0634,0.1480887,2.07,0,77
143,1377.3198,178.2788,214.03081324,52.460072614,7.321747,0.2757105,-2.1615,0.0409,0.1480887,3.456,0,31
144,2902.3232,191.5075,214.14382636,52.393095098,11.60169,0.2828919,-2.6613,0.0265,0.1480887,4.357,0,55
145,3932.3608,187.7139,214.21904006,52.347225479,6.303542,0.2736571,-1.999,0.0471,0.1480887,4.631,0,79
146,2827.8574,176.431,214.13726728,52.395721176,6.999325,0.2756524,-2.1126,0.0428,0.1480887,2.525,0,29
147,1819.1654,182.3004,214.06360605,52.440686515,19.28927,0.2950666,-3.2133,0.0166,0.1480887,1.876,0,49
148,1104.1871,180.2405,214.01085071,52.472251578,4.204662,0.2706902,-1.5593,0.0699,0.1480887,3.331,0,65
149,3867.1384,171.1382,214.21306015,52.349378299,3.417638,0.2690155,-1.3343,0.0855,0.1480887,2.602,0,37
150,2479.7427,180.3141,214.11199764,52.41132786,6.394534,0.2730484,-2.0145,0.0464,0.1480887,4.144,0,36
151,2679.677,192.1445,214.12753479,52.4029955,8.14541,0.2761411,-2.2773,0.0368,0.1480887,4.333,0,35
152,3784.8752,182.7309,214.20787862,52.353548732,2.815059,0.2668771,-1.1237,0.103,0.1480887,2.05,0,26
153,2344.7258,182.6552,214.10225262,52.417416943,3.679469,0.2687048,-1.4145,0.0793,0.1480887,2.618,0,29
154,177.825,182.5035,213.94274415,52.513335488,3.590837,0.2685448,-1.388,0.0812,0.1480887,2.96,0,45
155,3979.4119,186.242,214.22237764,52.34507092,7.188429,0.2759849,-2.1416,0.0417,0.1480887,2.339,0,23
156,79.9762,186.8423,213.93584075,52.517857067,4.547274,0.2713034,-1.6444,0.0648,0.1480887,2.064,0,53
157,4726.0513,267.9962,214.28293606,52.315571322,2446.826,1.562948,-8.4715,0.0007,0.1480887,1.994,0,67
158,2081.2351,193.2966,214.08366839,52.429570153,8.935783,0.2777787,-2.3778,0.0338,0.1480887,3.358,0,32
159,3595.9324,188.9214,214.19448884,52.362211134,5.671049,0.2717601,-1.8842,0.052,0.1480887,2.375,0,50
160,4570.9639,181.511,214.26531275,52.318591022,2.789414,0.267356,-1.1138,0.1041,0.1480887,1.92,0,53
161,4491.0195,210.0276,214.26153923,52.323418162,11.72643,0.283601,-2.6729,0.0263,0.1480887,4.084,0,48
162,3166.1694,184.9972,214.16270492,52.381101834,3.602696,0.269349,-1.3916,0.0812,0.1480887,1.984,0,50
163,1400.3073,200.5873,214.03412589,52.460056391,5.847511,0.2731047,-1.9174,0.0507,0.1480887,5.591,0,25
164,3409.4656,222.3278,214.18325311,52.371981527,21.74712,0.2993142,-3.3435,0.0149,0.1480887,4.608,0,52
165,3282.7698,195.9645,214.17205063,52.376421109,6.755512,0.275223,-2.0741,0.0442,0.1480887,2.332,0,48
166,8.7665,188.5633,213.9307115,52.521082815,2.532228,0.2676767,-1.0088,0.1148,0.1480887,2.65,0,46
167,2497.4941,207.0324,214.1152426,52.41173922,13.04297,0.2848601,-2.7884,0.0237,0.1480887,3.193,0,64
168,4627.1675,192.1084,214.27019214,52.316568682,2.79451,0.2673652,-1.1158,0.1039,0.1480887,2.135,0,41
169,4385.3032,205.384,214.25346992,52.32790559,9.835191,0.2798467,-2.482,0.0309,0.1480887,2.303,0,22
170,3118.1133,211.8178,214.16113009,52.384435335,36.85062,0.3235145,-3.9161,0.0095,0.1480887,1.907,0,34
171,770.4263,199.3188,213.98765415,52.487878733,2.846291,0.2677214,-1.1357,0.1021,0.1480887,2.239,0,42
172,1190.3221,220.2261,214.02009784,52.470234466,10.84939,0.282097,-2.5885,0.0282,0.1480887,4.105,0,33
173,1334.8469,207.9309,214.02984227,52.463284301,10.57848,0.2816308,-2.5611,0.0289,0.1480887,1.895,0,23
174,58.9101,203.0918,213.93546716,52.519518976,6.77597,0.2739814,-2.0774,0.0439,0.1480887,1.74,0,33
175,4135.6387,218.6359,214.23616657,52.339585417,6.612927,0.2749716,-2.051,0.0452,0.1480887,3.497,0,52
176,37.5765,202.2317,213.93383055,52.520423546,2.650403,0.2676286,-1.0583,0.1097,0.1480887,2.719,0,45
177,1280.8311,213.3475,214.02626035,52.465918884,6.029787,0.2736848,-1.9508,0.0493,0.1480887,2.459,0,48
178,319.4965,221.9094,213.95605669,52.508841508,6.84408,0.2741019,-2.0883,0.0435,0.1480887,3.484,0,43
179,1073.5514,211.7171,214.01088222,52.475021112,3.926856,0.2688902,-1.4851,0.0744,0.1480887,4.826,0,73
180,1812.3151,217.8661,214.06568687,52.442585971,5.28245,0.2713245,-1.8071,0.0558,0.1480887,6.178,0,54
181,4992.2485,233.707,214.29989648,52.30220898,5.222156,0.2706986,-1.7946,0.0563,0.1480887,3.598,16,47
182,395.386,209.2215,213.9607308,52.504914832,2.600514,0.2675382,-1.0376,0.1117,0.1480887,1.804,0,48
183,1320.9818,213.7551,214.02924509,52.464159639,4.954026,0.2717716,-1.7374,0.0596,0.1480887,2.661,0,27
184,3479.9119,227.2768,214.18877537,52.369077556,13.65714,0.2863944,-2.8384,0.0228,0.1480887,3.283,0,31
185,2184.9868,217.5699,214.09305574,52.4260619,4.111216,0.2702632,-1.5349,0.0714,0.1480887,2.93,0,42
186,1014.4695,215.4803,214.00680498,52.477805079,3.482463,0.2680874,-1.3547,0.0836,0.1480887,1.947,0,62
187,3043.0476,228.7297,214.15685399,52.388522684,10.71277,0.2816129,-2.5748,0.0285,0.1480887,4.141,0,38
188,4387.7378,223.1057,214.25493591,52.328590666,4.01183,0.2687824,-1.5084,0.0728,0.1480887,2.91,0,44
189,4231.625,233.7816,214.24429114,52.336001334,42.59015,0.3320081,-4.0733,0.0085,0.1480887,1.879,0,66
190,2576.7847,225.0764,214.12237523,52.409033538,4.248842,0.27051,-1.5707,0.0691,0.1480887,2.672,0,33
191,3953.1191,220.1211,214.22291489,52.347755164,2.893346,0.2678066,-1.1535,0.1005,0.1480887,2.917,0,48
192,1829.993,225.9882,214.06757686,52.442167378,4.86806,0.2716181,-1.7184,0.0606,0.1480887,2.006,0,37
193,3105.1938,309.451,214.1672786,52.389383748,23.14623,0.3027342,-3.4112,0.0142,0.1480887,12.342,0,39
194,3645.3438,235.1984,214.2014717,52.362091299,23.36127,0.3030785,-3.4212,0.0141,0.1480887,1.989,0,38
195,1085.606,227.7408,214.01293426,52.475207143,3.590955,0.2698485,-1.388,0.0816,0.1480887,2.885,0,65
196,1052.754,226.8158,214.010448,52.476619687,3.851677,0.269797,-1.4641,0.0761,0.1480887,1.829,0,19
197,1612.4526,239.0752,214.05253036,52.452389959,13.6471,0.2866224,-2.8376,0.0228,0.1480887,1.964,0,39
198,2807.2446,236.4024,214.14011295,52.399323667,6.435222,0.274658,-2.0214,0.0464,0.1480887,2.703,0,48
199,1153.5402,233.9206,214.01838516,52.472477602,4.53404,0.2697232,-1.6412,0.0646,0.1480887,2.595,0,51
200,3045.7249,245.2649,214.15825206,52.389145018,6.112082,0.2728035,-1.9655,0.0485,0.1480887,3.484,0,60
201,1120.0695,238.4738,214.01625178,52.474163643,10.18058,0.2799438,-2.5194,0.0299,0.1480887,1.843,0,35
202,2502.521,233.7318,214.11755201,52.412713689,3.985292,0.2687345,-1.5012,0.0732,0.1480887,2.363,0,17
203,3489.3237,235.7812,214.19008312,52.36904092,3.655664,0.2694443,-1.4074,0.08,0.1480887,3.447,0,25
204,2397.9768,262.6526,214.11197712,52.418644627,8.948898,0.2790618,-2.3794,0.0339,0.1480887,5.87,0,21
205,3952.2981,252.1285,214.22518099,52.349224814,62.56813,0.3596233,-4.4909,0.0062,0.1480887,1.89,0,42
206,2365.7971,237.3056,214.10777168,52.418934171,2.98218,0.2674432,-1.1863,0.0974,0.1480887,2.515,0,72
207,4958.4434,254.7654,214.29895722,52.30465323,36.57678,0.3235377,-3.908,0.0096,0.1480887,1.891,0,41
208,1529.9667,322.537,214.05252861,52.45978903,2686.134,1.635486,-8.5728,0.0007,0.1480887,1.965,0,40
209,1458.9644,272.8609,214.04369428,52.460703579,85.048,0.3894837,-4.8242,0.005,0.1480887,1.92,0,37
210,4881.9507,250.6711,214.29307059,52.307869212,12.67119,0.2849661,-2.757,0.0244,0.1480887,2.169,0,22
211,3907.8513,248.7124,214.22167864,52.351044976,6.06185,0.2721991,-1.9565,0.0488,0.1480887,2.253,0,53
212,4623.2065,262.9238,214.27504914,52.319913458,5.43902,0.2726358,-1.8388,0.0544,0.1480887,4.446,0,29
213,4474.6709,257.3941,214.26378611,52.32626413,12.18196,0.2841322,-2.7143,0.0253,0.1480887,3.089,0,42
214,4175.3535,268.8698,214.24272382,52.340070816,4.679642,0.2712814,-1.6755,0.063,0.1480887,3.031,0,29
215,2540.4651,256.1124,214.1219644,52.412035248,7.775971,0.275746,-2.2269,0.0385,0.1480887,2.305,0,48
216,2552.8293,258.1992,214.1230238,52.411580716,8.608728,0.2779654,-2.3373,0.0351,0.1480887,2.38,0,34
217,571.0452,250.1572,213.9766554,52.498983977,3.646949,0.2694287,-1.4048,0.0802,0.1480887,2.454,0,52
218,3702.0454,251.5095,214.20681056,52.360305391,4.520499,0.2699589,-1.638,0.0649,0.1480887,2.342,0,38
219,2883.5681,277.2307,214.14868033,52.397769351,21.6644,0.3003506,-3.3394,0.0151,0.1480887,3.864,0,38
220,4574.6367,276.2859,214.27246919,52.322669024,143.7842,0.4565036,-5.3943,0.0034,0.1480887,1.936,0,42
221,4048.4878,250.9706,214.23213812,52.344902524,2.614311,0.2673008,-1.0434,0.111,0.1480887,2.731,0,29
222,4802.2598,305.5387,214.29123493,52.313864807,592.0554,0.8021184,-6.9309,0.0015,0.1480887,1.982,3,61
223,1133.058,295.9224,214.02138324,52.476168339,46.56848,0.3367297,-4.1702,0.0079,0.1480887,4.879,0,46
224,3723.7688,260.6288,214.20906447,52.359749664,7.70871,0.2768978,-2.2175,0.039,0.1480887,2.68,0,60
225,335.028,276.4842,213.9611681,52.510607186,16.22909,0.290959,-3.0257,0.0195,0.1480887,4.163,0,36
226,4791.1304,258.106,214.28697391,52.312237314,3.044831,0.2675568,-1.2089,0.0954,0.1480887,1.954,0,55
227,2753.8201,258.9989,214.13783481,52.402705545,2.640325,0.2678725,-1.0541,0.1102,0.1480887,3.651,0,63
228,819.4983,262.1654,213.99583663,52.488530408,3.53793,0.2681877,-1.3719,0.0823,0.1480887,1.625,0,44
229,163.6243,268.524,213.94794752,52.517829947,4.291418,0.2705864,-1.5815,0.0685,0.1480887,3.207,0,60
230,2542.2839,388.7857,214.13174164,52.41790331,9080.952,2.979645,-9.8953,0.0004,0.1480887,2.015,0,52
