Tile_id,Name,FilterName,Alpha_J2000,Delta_J2000,FWHM,Depth2FWHM5s,Depth3arc5s,Deptharcsec2,Zero_Point,Zero_Point_Error,Zero_Point_Procedure,TExposed,Efectime,NCombined,Datasum,Observation_Dates,Flag,Flag_Date
31261,1000001-JPLUS-00739-v2_J0395_swp,J0395,112.2039,30.4428,1.88097,20.6644344,20.910162,21.9718266,20.3905945,0.0474264994,5,266.309998,264.040009,3,3556003895,2017-02-18 00:28:34 2017-02-18 00:30:31 2017-02-18 00:32:29,None,None
29170,1000001-JPLUS-00739-v2_J0410_swp,J0410,112.2039,30.4428,1.99600005,20.6362591,20.9464321,22.0080967,21.3658047,0.0335482992,5,115.199997,114.510002,3,3074978957,2017-02-18 00:10:42 2017-02-18 00:11:49 2017-02-18 00:12:54,None,None
27596,1000001-JPLUS-00739-v2_J0430_swp,J0430,112.2039,30.4428,1.40684998,21.0864925,21.0168839,22.0785484,21.4537697,0.0303866006,5,112.5,111.910004,3,3490787687,2017-02-18 00:00:53 2017-02-18 00:01:58 2017-02-18 00:03:03,None,None
30737,1000001-JPLUS-00739-v2_gSDSS_swp,gSDSS,112.2039,30.4428,1.87221003,21.3468933,21.5875511,22.6492157,23.6303005,0.0315428004,5,39.1500015,39.0200005,3,3693901776,2017-02-18 00:26:18 2017-02-18 00:26:58 2017-02-18 00:27:39,None,None
28645,1000001-JPLUS-00739-v2_J0515_swp,J0515,112.2039,30.4428,1.53678,20.9314213,20.9577217,22.0193882,21.6055107,0.0356876999,5,97.5899963,97.2399979,3,1652266826,2017-02-18 00:07:36 2017-02-18 00:08:37 2017-02-18 00:09:38,None,None
26017,1000001-JPLUS-00739-v2_rSDSS_swp,rSDSS,112.2039,30.4428,1.56589997,21.3007088,21.3473911,22.4090576,23.6184731,0.0220977999,5,39.0900002,38.9700012,3,3181637836,2017-02-18 00:14:15 2017-02-18 00:14:56 2017-02-18 00:15:38,None,None
30211,1000001-JPLUS-00739-v2_J0660_swp,J0660,112.2039,30.4428,1.69229996,20.5526409,20.6836071,21.7452717,21.063427,0.0184751004,5,149.910004,149.5,3,1176378851,2017-02-18 00:22:13 2017-02-18 00:23:31 2017-02-18 00:24:49,None,None
26566,1000001-JPLUS-00739-v2_iSDSS_swp,iSDSS,112.2039,30.4428,1.01301003,20.6634064,20.2372131,21.2988777,23.2759991,0.0176455993,5,15.7799997,15.7600002,3,298503060,2017-02-17 23:55:04 2017-02-17 23:55:38 2017-02-17 23:56:13,None,None
28120,1000001-JPLUS-00739-v2_J0861_swp,J0861,112.2039,30.4428,1.40667999,20.1486835,20.0789433,21.1406097,21.5505867,0.00469144993,5,96.5100021,96.1699982,3,3675672123,2017-02-18 00:04:24 2017-02-18 00:05:24 2017-02-18 00:06:26,None,None
31781,1000001-JPLUS-00739-v2_zSDSS_swp,zSDSS,112.2039,30.4428,1.39616001,19.9497261,19.8718357,20.9335022,22.694521,0.0045233001,5,33.2099991,33.1699982,3,2120582737,2017-02-18 00:34:40 2017-02-18 00:35:20 2017-02-18 00:36:00,None,None
27068,1000001-JPLUS-00317-v2_uJAVA_swp,uJAVA,258.0164,23.4809,1.52504003,22.1380043,22.1559792,23.2176456,21.0214577,0.0409049988,5,621,615.200012,3,1064728944,2016-07-02 21:42:56 2016-07-02 21:46:56 2016-07-02 21:50:51,None,None
29690,1000001-JPLUS-00317-v2_J0378_swp,J0378,258.0164,23.4809,1.62709999,21.6808071,21.7691135,22.83078,20.3867645,0.0400586016,5,660,657.48999,3,1714007797,2016-07-02 22:20:47 2016-07-02 22:24:55 2016-07-02 22:29:03,None,None
31256,1000001-JPLUS-00317-v2_J0395_swp,J0395,258.0164,23.4809,1.42264998,21.0911961,21.0337143,22.0953789,20.3170319,0.0420074984,5,294,293.779999,3,2952978272,2016-07-02 22:50:46 2016-07-02 22:52:52 2016-07-02 22:54:57,None,None
29165,1000001-JPLUS-00317-v2_J0410_swp,J0410,258.0164,23.4809,1.85381997,20.7277241,20.9576664,22.019331,21.2675381,0.0312047992,5,117,116.489998,3,545896617,2016-07-02 22:14:32 2016-07-02 22:15:39 2016-07-02 22:16:45,None,None
27592,1000001-JPLUS-00317-v2_J0430_swp,J0430,258.0164,23.4809,1.47660995,20.7733746,20.7563095,21.817976,21.3618011,0.0279064998,5,74,73.5999985,2,297036247,2016-07-02 21:54:51 2016-07-02 22:04:26,None,None
30730,1000001-JPLUS-00317-v2_gSDSS_swp,gSDSS,258.0164,23.4809,1.39792001,21.8606091,21.7840862,22.8457527,23.578907,0.0317111015,5,39,38.8199997,3,2326922792,2016-07-02 22:48:30 2016-07-02 22:49:11 2016-07-02 22:49:52,None,None
28639,1000001-JPLUS-00317-v2_J0515_swp,J0515,258.0164,23.4809,1.66913998,20.8315582,20.9475613,22.0092278,21.522892,0.0326543003,5,82,81.9000015,2,809566244,2016-07-02 22:12:06 2016-07-02 22:13:19,None,None
26018,1000001-JPLUS-00317-v2_rSDSS_swp,rSDSS,258.0164,23.4809,1.55298996,21.7178822,21.7555752,22.8172417,23.5523834,0.0168909002,5,60,59.8499985,3,636847211,2016-07-02 22:18:07 2016-07-02 22:18:54 2016-07-02 22:19:44,None,None
30208,1000001-JPLUS-00317-v2_J0660_swp,J0660,258.0164,23.4809,1.38413,22.1142159,22.0269299,23.0885963,21.0178261,0.0150736999,5,810,807.890015,3,1926150053,2016-07-02 22:33:26 2016-07-02 22:38:24 2016-07-02 22:43:22,None,None
26575,1000001-JPLUS-00317-v2_iSDSS_swp,iSDSS,258.0164,23.4809,1.31647003,21.4498138,21.3081131,22.3697796,23.1940002,0.0172681008,5,78,77.7900009,3,2295411494,2016-07-02 21:39:55 2016-07-02 21:40:50 2016-07-02 21:41:46,None,None
28115,1000001-JPLUS-00317-v2_J0861_swp,J0861,258.0164,23.4809,1.19017005,20.8028889,20.5516834,21.6133499,21.5053635,0.00631394004,5,180,179.699997,3,2602655268,2016-07-02 22:05:47 2016-07-02 22:07:18 2016-07-02 22:08:50,None,None
31776,1000001-JPLUS-00317-v2_zSDSS_swp,zSDSS,258.0164,23.4809,1.16808999,20.9016552,20.6301174,21.691782,22.5790787,0.00620918022,5,108,107.790001,3,1931199086,2016-07-02 22:57:17 2016-07-02 22:58:22 2016-07-02 22:59:27,None,None
27075,1000001-JPLUS-00744-v2_uJAVA_swp,uJAVA,120.2082,30.4428,1.24846005,21.1494656,20.9501724,22.0118389,21.125061,0.0231513008,5,134.789993,134.320007,3,1612496106,2017-02-20 19:38:28 2017-02-20 19:39:41 2017-02-20 19:40:56,None,None
29702,1000001-JPLUS-00744-v2_J0378_swp,J0378,120.2082,30.4428,1.19052005,21.1450615,20.8941746,21.9558411,20.4708252,0.0219855998,5,229.589996,228.639999,3,3562558840,2017-02-20 19:57:40 2017-02-20 19:59:25 2017-02-20 20:01:09,None,None
31262,1000001-JPLUS-00744-v2_J0395_swp,J0395,120.2082,30.4428,1.20617998,21.1748753,20.9381771,21.9998417,20.3758602,0.0224992,5,255.990005,255.380005,3,3540549981,2017-02-20 20:09:20 2017-02-20 20:11:13 2017-02-20 20:13:06,None,None
29172,1000001-JPLUS-00744-v2_J0410_swp,J0410,120.2082,30.4428,1.20323002,21.1438065,20.9044495,21.966116,21.3378563,0.0145009998,5,111,110.919998,3,1913982760,2017-02-20 19:51:53 2017-02-20 19:53:00 2017-02-20 19:54:07,None,None
27597,1000001-JPLUS-00744-v2_J0430_swp,J0430,120.2082,30.4428,1.21527004,21.1651173,20.9365711,21.9982357,21.412693,0.0157570001,5,108.510002,108.410004,3,64360292,2017-02-20 19:42:14 2017-02-20 19:43:17 2017-02-20 19:44:21,None,None
30738,1000001-JPLUS-00744-v2_gSDSS_swp,gSDSS,120.2082,30.4428,1.50299001,23.0781326,23.0802956,24.1419601,23.6039505,0.0155224996,5,476.130005,426.950012,9,3326119820,2017-02-20 20:07:07 2017-02-20 20:07:47 2017-02-20 20:08:26 2017-04-15 20:20:48 2017-04-15 20:23:18 2017-04-15 20:25:46 2017-04-21 20:56:54 2017-04-21 20:57:51 2017-04-21 20:58:48,None,None
28646,1000001-JPLUS-00744-v2_J0515_swp,J0515,120.2082,30.4428,1.14968002,21.1938591,20.9050732,21.9667397,21.56283,0.0131155001,5,94.5,94.4100037,3,2218488305,2017-02-20 19:48:49 2017-02-20 19:49:50 2017-02-20 19:50:49,None,None
26019,1000001-JPLUS-00744-v2_rSDSS_swp,rSDSS,120.2082,30.4428,1.38855004,22.8398209,22.7559948,23.8176613,23.5863724,0.0112252999,5,502.679993,469.970001,9,1505246901,2017-02-20 19:55:27 2017-02-20 19:56:06 2017-02-20 19:56:46 2017-04-15 20:28:18 2017-04-15 20:30:55 2017-04-15 20:33:34 2017-04-21 20:59:50 2017-04-21 21:00:47 2017-04-21 21:01:44,None,None
30215,1000001-JPLUS-00744-v2_J0660_swp,J0660,120.2082,30.4428,1.05166996,21.1455421,20.7600136,21.8216782,21.0541496,0.00815363973,5,145.289993,145.130005,3,3791538382,2017-02-20 20:03:08 2017-02-20 20:04:25 2017-02-20 20:05:41,None,None
26568,1000001-JPLUS-00744-v2_iSDSS_swp,iSDSS,120.2082,30.4428,1.28555,21.8113499,21.6438427,22.7055092,23.2770004,0.00870210957,5,173.309998,160.940002,9,2736069645,2017-02-20 19:36:32 2017-02-20 19:37:06 2017-02-20 19:37:39 2017-04-15 20:36:15 2017-04-15 20:37:26 2017-04-15 20:38:38 2017-04-21 21:02:46 2017-04-21 21:03:26 2017-04-21 21:04:07,None,None
28122,1000001-JPLUS-00744-v2_J0861_swp,J0861,120.2082,30.4428,1.06113005,20.6746426,20.2988358,21.3605022,21.5441608,0.00450614002,5,93.6900024,93.5999985,3,3155159977,2017-02-20 19:45:39 2017-02-20 19:46:39 2017-02-20 19:47:39,None,None
31782,1000001-JPLUS-00744-v2_zSDSS_swp,zSDSS,120.2082,30.4428,1.20551002,20.3720989,20.134798,21.1964645,22.743824,0.00431849016,5,32.3100014,32.2200012,3,87258289,2017-02-20 20:15:13 2017-02-20 20:15:53 2017-02-20 20:16:33,None,None
27083,1000001-JPLUS-00753-v2_uJAVA_swp,uJAVA,134.6159,30.4428,1.21354997,21.2439327,21.0138474,22.0755138,21.1843052,0.0294378996,5,135.389999,135.130005,3,3753047505,2017-03-17 19:47:33 2017-03-17 19:48:47 2017-03-17 19:49:59,None,None
29700,1000001-JPLUS-00753-v2_J0378_swp,J0378,134.6159,30.4428,1.27909005,21.1108971,20.9379215,21.999588,20.4991188,0.0315641984,5,230.490005,230.300003,3,2718649275,2017-03-17 20:06:40 2017-03-17 20:08:25 2017-03-17 20:10:09,None,None
31274,1000001-JPLUS-00753-v2_J0395_swp,J0395,134.6159,30.4428,1.21201003,21.1943283,20.9628658,22.0245304,20.3961792,0.0301695,5,257.01001,256.619995,3,3476803654,2017-03-17 20:18:25 2017-03-17 20:20:18 2017-03-17 20:22:11,None,None
29179,1000001-JPLUS-00753-v2_J0410_swp,J0410,134.6159,30.4428,1.23388004,21.1725349,20.9604893,22.0221558,21.3674335,0.0185349006,5,111.389999,111.330002,3,323932719,2017-03-17 20:00:56 2017-03-17 20:02:01 2017-03-17 20:03:08,None,None
27605,1000001-JPLUS-00753-v2_J0430_swp,J0430,134.6159,30.4428,1.13556004,21.2876377,20.9854355,22.0471001,21.4395542,0.0167934,5,108.900002,108.720001,3,243284663,2017-03-17 19:51:17 2017-03-17 19:52:21 2017-03-17 19:53:25,None,None
30747,1000001-JPLUS-00753-v2_gSDSS_swp,gSDSS,134.6159,30.4428,1.14819002,21.9888821,21.6986885,22.7603531,23.633316,0.0163828991,5,36.5099983,36.4900017,3,1688913891,2017-03-17 20:16:10 2017-03-17 20:16:52 2017-03-17 20:17:31,None,None
28657,1000001-JPLUS-00753-v2_J0515_swp,J0515,134.6159,30.4428,1.07616997,21.2809525,20.9204254,21.9820919,21.5767651,0.0185717009,5,94.8000031,94.7600021,3,3918607434,2017-03-17 19:57:53 2017-03-17 19:58:53 2017-03-17 19:59:53,None,None
26020,1000001-JPLUS-00753-v2_rSDSS_swp,rSDSS,134.6159,30.4428,1.12655997,21.6772881,21.3664455,22.4281101,23.6128731,0.0132721998,5,36.6599998,36.6300011,3,698226407,2017-03-17 20:04:27 2017-03-17 20:05:07 2017-03-17 20:05:46,None,None
30224,1000001-JPLUS-00753-v2_J0660_swp,J0660,134.6159,30.4428,1.12228,21.0537357,20.7387619,21.8004265,21.0641441,0.0120486002,5,145.710007,145.559998,3,2019510275,2017-03-17 20:12:08 2017-03-17 20:13:25 2017-03-17 20:14:44,None,None
26555,1000001-JPLUS-00753-v2_iSDSS_swp,iSDSS,134.6159,30.4428,1.07833004,20.6468544,20.2885056,21.350172,23.2880001,0.0120599,5,15.3599997,15.3299999,3,1703546131,2017-03-17 19:45:39 2017-03-17 19:46:13 2017-03-17 19:46:45,None,None
28131,1000001-JPLUS-00753-v2_J0861_swp,J0861,134.6159,30.4428,1.04817998,20.5935135,20.2043743,21.2660408,21.5414162,0.00422240002,5,93.9899979,93.9400024,3,1960079243,2017-03-17 19:54:44 2017-03-17 19:55:43 2017-03-17 19:56:43,None,None
31791,1000001-JPLUS-00753-v2_zSDSS_swp,zSDSS,134.6159,30.4428,1.05509996,20.4075966,20.0256023,21.0872669,22.7406464,0.00418082019,5,32.4000015,32.3600006,3,1941579952,2017-03-17 20:24:19 2017-03-17 20:24:58 2017-03-17 20:25:36,None,None
27088,1000001-JPLUS-00754-v2_uJAVA_swp,uJAVA,136.2168,30.4428,1.52207005,21.0043449,21.0202045,22.0818691,21.1336842,0.0342415012,5,140.009995,139.350006,3,3104441530,2017-03-19 19:52:42 2017-03-19 19:53:57 2017-03-19 19:55:11,None,None
29703,1000001-JPLUS-00754-v2_J0378_swp,J0378,136.2168,30.4428,1.39456999,21.0167198,20.9375916,21.999258,20.4510555,0.0329307988,5,237.089996,236.520004,3,1512073897,2017-03-19 20:12:03 2017-03-19 20:13:50 2017-03-19 20:15:36,None,None
31273,1000001-JPLUS-00754-v2_J0395_swp,J0395,136.2168,30.4428,1.33235002,21.0850677,20.9563866,22.0180511,20.3495655,0.034648601,5,263.790009,263.019989,3,3484490107,2017-03-19 20:23:59 2017-03-19 20:25:57 2017-03-19 20:27:53,None,None
29193,1000001-JPLUS-00754-v2_J0410_swp,J0410,136.2168,30.4428,1.39943004,21.0365658,20.961216,22.0228806,21.3207092,0.0202338994,5,114.209999,113.75,3,1849713507,2017-03-19 20:06:16 2017-03-19 20:07:21 2017-03-19 20:08:26,None,None
27606,1000001-JPLUS-00754-v2_J0430_swp,J0430,136.2168,30.4428,1.54410994,20.9588852,20.9903526,22.0520191,21.3937187,0.0200111996,5,111.510002,111.349998,3,3157594244,2017-03-19 19:56:31 2017-03-19 19:57:35 2017-03-19 19:58:39,None,None
30748,1000001-JPLUS-00754-v2_gSDSS_swp,gSDSS,136.2168,30.4428,1.17086995,22.0110188,21.7420616,22.8037281,23.5954533,0.0192923006,5,38.4599991,38.4300003,3,444476190,2017-03-19 20:21:44 2017-03-19 20:22:24 2017-03-19 20:23:05,None,None
28658,1000001-JPLUS-00754-v2_J0515_swp,J0515,136.2168,30.4428,1.32196999,21.0674915,20.9303188,21.9919834,21.5432205,0.0208615996,5,96.8099976,96.6600037,3,1734305555,2017-03-19 20:03:11 2017-03-19 20:04:12 2017-03-19 20:05:12,None,None
26022,1000001-JPLUS-00754-v2_rSDSS_swp,rSDSS,136.2168,30.4428,1.27012002,21.5509663,21.3703499,22.4320145,23.5878487,0.0165330004,5,38.4300003,38.3800011,3,2260732366,2017-03-19 20:09:47 2017-03-19 20:10:27 2017-03-19 20:11:07,None,None
30222,1000001-JPLUS-00754-v2_J0660_swp,J0660,136.2168,30.4428,1.14266002,21.0602055,20.7647705,21.8264351,21.0449486,0.0139932996,5,148.800003,148.589996,3,2607956549,2017-03-19 20:17:38 2017-03-19 20:18:56 2017-03-19 20:20:14,None,None
26563,1000001-JPLUS-00754-v2_iSDSS_swp,iSDSS,136.2168,30.4428,1.11146998,20.5666618,20.2411766,21.3028431,23.2409992,0.0130016999,5,15.6599998,15.6400003,3,3067075561,2017-03-19 19:50:46 2017-03-19 19:51:20 2017-03-19 19:51:53,None,None
28134,1000001-JPLUS-00754-v2_J0861_swp,J0861,136.2168,30.4428,1.37416005,20.5355339,20.4403992,21.5020657,21.5364933,0.00394927012,5,189.479996,174.210007,6,3703378828,2017-02-26 01:03:04 2017-02-26 01:04:03 2017-02-26 01:05:02 2017-03-19 19:59:59 2017-03-19 20:00:59 2017-03-19 20:02:01,None,None
31792,1000001-JPLUS-00754-v2_zSDSS_swp,zSDSS,136.2168,30.4428,1.05669999,20.2805328,19.9001846,20.9618492,22.6279411,0.0037970501,5,33,32.9500008,3,2598199010,2017-03-19 20:30:03 2017-03-19 20:30:42 2017-03-19 20:31:21,None,None
27082,1000001-JPLUS-00752-v2_uJAVA_swp,uJAVA,133.015,30.4428,1.30557001,21.1792679,21.0285416,22.0902061,21.2253189,0.0295349993,5,134.910004,134.089996,3,3912871158,2017-02-26 21:45:51 2017-02-26 21:47:04 2017-02-26 21:48:20,None,None
29701,1000001-JPLUS-00752-v2_J0378_swp,J0378,133.015,30.4428,1.35925996,21.0601273,20.9531555,22.0148201,20.5374527,0.0280853994,5,229.800003,229.279999,3,3139160697,2017-02-26 22:05:08 2017-02-26 22:06:54 2017-02-26 22:08:38,None,None
31272,1000001-JPLUS-00752-v2_J0395_swp,J0395,133.015,30.4428,1.27635002,21.1892319,21.0139275,22.0755939,20.4295883,0.0309423003,5,256.200012,255.330002,3,2313762078,2017-02-26 22:16:51 2017-02-26 22:18:47 2017-02-26 22:20:39,None,None
29180,1000001-JPLUS-00752-v2_J0410_swp,J0410,133.015,30.4428,1.43895996,21.0605297,21.0154247,22.0770893,21.4025459,0.0195477996,5,111,110.459999,3,3192417322,2017-02-26 21:59:22 2017-02-26 22:00:28 2017-02-26 22:01:34,None,None
27604,1000001-JPLUS-00752-v2_J0430_swp,J0430,133.015,30.4428,1.19202995,21.2848969,21.035387,22.0970535,21.4653015,0.0183268003,5,108.599998,108.559998,3,3544051468,2017-02-26 21:49:38 2017-02-26 21:50:42 2017-02-26 21:51:45,None,None
30746,1000001-JPLUS-00752-v2_gSDSS_swp,gSDSS,133.015,30.4428,1.25352001,21.9407825,21.7458839,22.8075485,23.6535034,0.0188056007,5,36.2999992,36.25,3,4101168542,2017-02-26 22:14:38 2017-02-26 22:15:18 2017-02-26 22:15:57,None,None
28656,1000001-JPLUS-00752-v2_J0515_swp,J0515,133.015,30.4428,1.22054005,21.2068157,20.9829674,22.044632,21.6032314,0.0212858003,5,94.5899963,93.9700012,3,2922061985,2017-02-26 21:56:18 2017-02-26 21:57:19 2017-02-26 21:58:19,None,None
26023,1000001-JPLUS-00752-v2_rSDSS_swp,rSDSS,133.015,30.4428,1.36468995,21.5035686,21.4009247,22.4625912,23.6254768,0.0111317001,5,36.4799995,36.3300018,3,477212896,2017-02-26 22:02:54 2017-02-26 22:03:34 2017-02-26 22:04:14,None,None
30225,1000001-JPLUS-00752-v2_J0660_swp,J0660,133.015,30.4428,1.12019002,21.1060352,20.7890358,21.8507023,21.0672054,0.0105521996,5,145.410004,145.360001,3,3009356051,2017-02-26 22:10:37 2017-02-26 22:11:55 2017-02-26 22:13:12,None,None
26561,1000001-JPLUS-00752-v2_iSDSS_swp,iSDSS,133.015,30.4428,1.05056,20.683548,20.2968731,21.3585377,23.2740002,0.0117792999,5,15.3000002,15.25,3,2596992902,2017-02-26 21:43:55 2017-02-26 21:44:29 2017-02-26 21:45:02,None,None
28130,1000001-JPLUS-00752-v2_J0861_swp,J0861,133.015,30.4428,1.07397997,20.5483074,20.1855698,21.2472343,21.5391655,0.00363254012,5,93.8099976,93.7099991,3,2620818161,2017-02-26 21:53:04 2017-02-26 21:54:07 2017-02-26 21:55:07,None,None
31790,1000001-JPLUS-00752-v2_zSDSS_swp,zSDSS,133.015,30.4428,1.09744,20.3761311,20.0368557,21.0985203,22.6912079,0.00344166998,5,32.3100014,32.2599983,3,1894800685,2017-02-26 22:22:47 2017-02-26 22:23:28 2017-02-26 22:24:06,None,None
27079,1000001-JPLUS-00749-v2_uJAVA_swp,uJAVA,128.2125,30.4428,1.28599,21.2271729,21.0600376,22.1217041,21.2170906,0.0254944004,5,135,134.820007,3,4053928812,2017-02-20 23:10:15 2017-02-20 23:11:29 2017-02-20 23:12:41,None,None
29699,1000001-JPLUS-00749-v2_J0378_swp,J0378,128.2125,30.4428,1.46984994,20.986557,20.96451,22.0261765,20.5257072,0.0263414998,5,229.889999,228.949997,3,4133867290,2017-02-20 23:29:21 2017-02-20 23:31:06 2017-02-20 23:32:53,None,None
31270,1000001-JPLUS-00749-v2_J0395_swp,J0395,128.2125,30.4428,1.34057999,21.1214886,20.9994907,22.0611572,20.4106922,0.0251793992,5,256.410004,256.26001,3,1463018157,2017-02-20 23:41:05 2017-02-20 23:43:01 2017-02-20 23:44:54,None,None
29176,1000001-JPLUS-00749-v2_J0410_swp,J0410,128.2125,30.4428,1.46654999,21.0345078,21.0100212,22.0716877,21.3971424,0.0167479999,5,111.089996,110.660004,3,3409592555,2017-02-20 23:23:38 2017-02-20 23:24:42 2017-02-20 23:25:46,None,None
27603,1000001-JPLUS-00749-v2_J0430_swp,J0430,128.2125,30.4428,1.26514995,21.2213745,21.0365009,22.0981674,21.4664154,0.0152861001,5,108.690002,108.620003,3,3596159641,2017-02-20 23:13:59 2017-02-20 23:15:03 2017-02-20 23:16:07,None,None
30743,1000001-JPLUS-00749-v2_gSDSS_swp,gSDSS,128.2125,30.4428,1.26954997,21.9108067,21.7297039,22.7913685,23.6506882,0.0200343002,5,36.3600006,36.3499985,3,3306613896,2017-02-20 23:38:52 2017-02-20 23:39:32 2017-02-20 23:40:11,None,None
28652,1000001-JPLUS-00749-v2_J0515_swp,J0515,128.2125,30.4428,1.47713995,20.9889793,20.9723053,22.0339699,21.6056938,0.0202488005,5,94.5899963,94.4899979,3,960899610,2017-02-20 23:20:34 2017-02-20 23:21:33 2017-02-20 23:22:34,None,None
26024,1000001-JPLUS-00749-v2_rSDSS_swp,rSDSS,128.2125,30.4428,1.32468998,21.5423069,21.4073639,22.4690304,23.6405869,0.0123365,5,36.5099983,36.3899994,3,830210757,2017-02-20 23:27:06 2017-02-20 23:27:45 2017-02-20 23:28:27,None,None
30220,1000001-JPLUS-00749-v2_J0660_swp,J0660,128.2125,30.4428,1.27333999,20.9782047,20.8003387,21.8620033,21.0865211,0.0101242997,5,145.410004,145.25,3,3527262810,2017-02-20 23:34:52 2017-02-20 23:36:08 2017-02-20 23:37:26,None,None
26569,1000001-JPLUS-00749-v2_iSDSS_swp,iSDSS,128.2125,30.4428,1.04921997,20.7904892,20.4024277,21.4640923,23.3040009,0.0108286999,5,15.3299999,15.3199997,3,4205877827,2017-02-20 23:08:20 2017-02-20 23:08:54 2017-02-20 23:09:26,None,None
28127,1000001-JPLUS-00749-v2_J0861_swp,J0861,128.2125,30.4428,1.19319999,20.5113125,20.262867,21.3245316,21.5636749,0.00434079999,5,93.8099976,93.5899963,3,1692832757,2017-02-20 23:17:25 2017-02-20 23:18:24 2017-02-20 23:19:24,None,None
31787,1000001-JPLUS-00749-v2_zSDSS_swp,zSDSS,128.2125,30.4428,1.12986004,20.4276676,20.1200008,21.1816673,22.7522717,0.00445561018,5,32.3100014,32.2999992,3,742004822,2017-02-20 23:47:01 2017-02-20 23:47:41 2017-02-20 23:48:21,None,None
27078,1000001-JPLUS-00747-v2_uJAVA_swp,uJAVA,125.0107,30.4428,1.40612996,20.9813824,20.9112186,21.9728832,21.1101627,0.0361124985,5,135.210007,134.720001,3,1490555024,2017-02-26 19:40:46 2017-02-26 19:42:00 2017-02-26 19:43:13,None,None
29697,1000001-JPLUS-00747-v2_J0378_swp,J0378,125.0107,30.4428,1.42211998,20.9583836,20.9004974,21.962162,20.4771481,0.0333141983,5,230.190002,229.929993,3,516166151,2017-02-26 19:59:59 2017-02-26 20:01:43 2017-02-26 20:03:28,None,None
31265,1000001-JPLUS-00747-v2_J0395_swp,J0395,125.0107,30.4428,1.46712005,20.9766941,20.9526291,22.0142956,20.3903122,0.0351990983,5,256.589996,255.619995,3,3560918350,2017-02-26 20:11:41 2017-02-26 20:13:34 2017-02-26 20:15:27,None,None
29175,1000001-JPLUS-00747-v2_J0410_swp,J0410,125.0107,30.4428,1.34939003,21.0339813,20.919096,21.9807625,21.3331604,0.0237128995,5,111.209999,110.970001,3,1686294555,2017-02-26 19:54:15 2017-02-26 19:55:19 2017-02-26 19:56:23,None,None
27602,1000001-JPLUS-00747-v2_J0430_swp,J0430,125.0107,30.4428,1.33041,21.0922108,20.9619465,22.0236111,21.4022999,0.0215038005,5,108.809998,108.019997,3,2310282182,2017-02-26 19:44:31 2017-02-26 19:45:35 2017-02-26 19:46:38,None,None
30739,1000001-JPLUS-00747-v2_gSDSS_swp,gSDSS,125.0107,30.4428,1.30297005,21.8307743,21.6778831,22.7395477,23.6168747,0.0240839999,5,36.3899994,36.3400002,3,4140168914,2017-02-26 20:09:28 2017-02-26 20:10:08 2017-02-26 20:10:47,None,None
28647,1000001-JPLUS-00747-v2_J0515_swp,J0515,125.0107,30.4428,1.36082995,21.0165215,20.9108028,21.9724693,21.5571613,0.0271573998,5,94.7099991,94.6200027,3,3367648275,2017-02-26 19:51:11 2017-02-26 19:52:12 2017-02-26 19:53:12,None,None
26025,1000001-JPLUS-00747-v2_rSDSS_swp,rSDSS,125.0107,30.4428,1.31768,21.506361,21.3656578,22.4273224,23.5978813,0.0162783004,5,36.5400009,36.3800011,3,2567963018,2017-02-26 19:57:44 2017-02-26 19:58:24 2017-02-26 19:59:04,None,None
30216,1000001-JPLUS-00747-v2_J0660_swp,J0660,125.0107,30.4428,1.18940997,20.9885559,20.7366562,21.7983227,21.0504265,0.0143855996,5,145.5,145.029999,3,3920289786,2017-02-26 20:05:27 2017-02-26 20:06:45 2017-02-26 20:08:01,None,None
26574,1000001-JPLUS-00747-v2_iSDSS_swp,iSDSS,125.0107,30.4428,1.09091997,20.5496521,20.2039051,21.2655716,23.2399998,0.0136251003,5,15.3299999,15.3199997,3,3540087526,2017-02-26 19:38:48 2017-02-26 19:39:23 2017-02-26 19:39:57,None,None
28124,1000001-JPLUS-00747-v2_J0861_swp,J0861,125.0107,30.4428,1.26090002,20.6898041,20.5012779,21.5629425,21.5310154,0.00391699979,5,187.589996,185.479996,6,2623255928,2017-02-25 23:56:59 2017-02-25 23:57:58 2017-02-25 23:58:57 2017-02-26 19:47:57 2017-02-26 19:49:00 2017-02-26 19:50:01,None,None
31784,1000001-JPLUS-00747-v2_zSDSS_swp,zSDSS,125.0107,30.4428,1.16091001,20.1595726,19.88134,20.9430065,22.6719055,0.00356311002,5,32.4000015,32.3699989,3,565227820,2017-02-26 20:17:35 2017-02-26 20:18:15 2017-02-26 20:18:54,None,None
27077,1000001-JPLUS-00746-v2_uJAVA_swp,uJAVA,123.4099,30.4428,2.05224991,20.7271271,21.0674744,22.1291389,21.2511711,0.0273141004,5,134.910004,134.639999,3,2579508111,2017-02-20 21:25:14 2017-02-20 21:26:29 2017-02-20 21:27:44,None,None
29696,1000001-JPLUS-00746-v2_J0378_swp,J0378,123.4099,30.4428,1.38047004,21.0947342,21.0045738,22.0662384,20.5696526,0.0296580009,5,229.710007,229.339996,3,1275992328,2017-02-20 21:44:28 2017-02-20 21:46:13 2017-02-20 21:47:59,None,None
