,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS!2,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
1,220.497287,39.715065,220.497287,39.715065,1,+,6,J144159.34+394254.2,,2003.2317,3,24.65,1.035,23.891,0.40700000000000003,22.186999999999998,0.153,20.495,0.053,19.653,0.084,,,,
2,220.482415,39.700193,220.482415,39.700193,1,,6,J144155.77+394200.6,,2003.2317,3,24.578000000000003,0.872,23.546,0.263,24.164,0.59,22.766,0.307,20.724,0.17800000000000002,,,,
4,220.511518,39.733417,220.51151800000002,39.733416999999996,1,+,6,J144202.76+394400.2,,2003.2317,3,23.453000000000003,0.5,23.025,0.159,21.888,0.092,21.818,0.127,21.708000000000002,0.349,,,,
15,220.399002,39.673384,220.399002,39.673384000000006,1,,6,J144135.76+394024.1,,2003.2317,3,22.746,0.261,25.743000000000002,0.379,24.581,0.54,24.768,0.493,23.639,0.35,,,,
18,220.383393,39.689092,220.383393,39.689091999999995,1,+,6,J144132.01+394120.7,,2003.2317,3,24.555999999999997,0.711,22.59,0.10099999999999999,21.274,0.05,20.089000000000002,0.027999999999999997,19.455,0.05,,,,
19,220.375452,39.670384,220.375452,39.670384000000006,1,+,6,J144130.10+394013.3,,2003.2317,3,23.413,0.418,23.465999999999998,0.2,22.763,0.171,22.704,0.22699999999999998,22.655,0.45399999999999996,,,,
20,220.381699,39.668071,220.38169900000003,39.668071000000005,1,+,6,J144131.60+394005.0,,2003.2317,3,23.535999999999998,0.461,22.32,0.079,20.744,0.033,19.739,0.021,19.259,0.042,,,,
23,220.401729,39.671616,220.40172900000002,39.671616,1,+,6,J144136.41+394017.8,,2003.2317,3,24.787,0.682,22.467,0.08900000000000001,21.101999999999997,0.043,20.27,0.031,19.825,0.066,,,,
28,220.317498,39.657787,220.317498,39.657787,1,+,6,J144116.19+393928.0,,2003.226,3,22.259,0.242,21.278000000000002,0.040999999999999995,20.459,0.033,20.171,0.034,19.84,0.099,,,,
31,220.317209,39.665473,220.317209,39.665473,1,+,6,J144116.13+393955.7,,2003.226,3,24.18,0.987,24.345,0.48200000000000004,22.074,0.132,21.246,0.08900000000000001,21.671999999999997,0.49200000000000005,,,,
32,220.32105,39.663897,220.32105,39.663897,1,+,6,J144117.05+393950.0,,2003.226,3,24.024,0.861,23.808000000000003,0.313,22.343000000000004,0.155,22.435,0.22899999999999998,22.767,0.7140000000000001,,,,
33,220.315248,39.662697,220.315248,39.662696999999994,1,,6,J144115.65+393945.7,,2003.226,3,25.243000000000002,0.925,23.52,0.27899999999999997,22.837,0.264,22.305,0.23,22.397,0.757,,,,
37,220.283783,39.655333,220.283783,39.655333,1,+,6,J144108.10+393919.1,,2003.226,3,25.145,0.934,22.465999999999998,0.11599999999999999,21.448,0.079,21.002,0.07400000000000001,20.748,0.24,,,,
38,220.285088,39.677046,220.285088,39.677046000000004,1,,6,J144108.42+394037.3,,2003.226,3,25.324,0.7509999999999999,22.86,0.153,24.189,0.6409999999999999,24.79,0.644,22.269000000000002,0.6609999999999999,,,,
42,220.283822,39.665366,220.28382200000001,39.665366,1,,6,J144108.11+393955.3,,2003.226,3,24.647,0.905,23.131,0.185,24.715999999999998,0.715,23.291999999999998,0.439,22.394000000000002,0.66,,,,
46,220.283504,39.673101,220.283504,39.673101,1,,6,J144108.04+394023.1,,2003.226,3,23.541999999999998,0.594,24.715999999999998,0.527,24.561,0.701,22.319000000000003,0.204,21.395,0.359,,,,
50,220.295129,39.661438,220.295129,39.661438000000004,1,+,6,J144110.83+393941.1,*,2003.226,3,18.119,0.013999999999999999,16.980999999999998,0.004,16.61,0.004,16.475,0.004,16.433,0.009000000000000001,,,,
51,220.304475,39.676017,220.304475,39.676017,1,+,6,J144113.07+394033.6,*,2003.226,3,20.317,0.054000000000000006,19.338,0.011000000000000001,19.000999999999998,0.011000000000000001,18.785,0.012,18.782,0.040999999999999995,-0.00066,,,
52,220.305533,39.671593,220.305533,39.671593,1,+,6,J144113.32+394017.7,*,2003.226,3,20.531999999999996,0.062,20.525,0.023,20.732,0.039,20.48,0.042,20.430999999999997,0.162,,,,
56,220.314413,39.666579,220.314413,39.666579,1,+,6,J144115.45+393959.6,,2003.226,3,22.603,0.308,22.983,0.16,22.031999999999996,0.11800000000000001,21.706,0.121,21.518,0.39799999999999996,,,,
58,220.315591,39.668254,220.315591,39.668254,1,+,6,J144115.74+394005.7,,2003.226,3,26.105,0.452,23.78,0.304,22.726999999999997,0.214,22.02,0.158,21.344,0.348,,,,
60,220.293477,39.685357,220.293477,39.685357,1,+,6,J144110.43+394107.2,*,2003.2317,3,18.33,0.013000000000000001,17.278,0.005,16.959,0.005,16.827,0.005,16.84,0.009000000000000001,,,,
61,220.30231,39.683499,220.30231,39.683499,1,+,6,J144112.55+394100.5,,2003.2317,3,24.244,0.6779999999999999,23.645,0.24,22.669,0.162,22.616999999999997,0.231,21.748,0.327,,,,
63,220.334432,39.666828,220.334432,39.666828,1,+,6,J144120.26+394000.5,*,2003.226,3,21.052,0.09300000000000001,18.709,0.008,17.545,0.005,17.022000000000002,0.005,16.726,0.01,,,,
64,220.334812,39.663592,220.334812,39.663592,1,,6,J144120.35+393948.9,,2003.226,3,22.19,0.22899999999999998,24.926,0.5379999999999999,23.973000000000003,0.5529999999999999,25.114,0.542,23.371,0.629,,,,
65,220.326711,39.669685,220.326711,39.669685,1,+,6,J144118.41+394010.8,,2003.226,3,23.475,0.612,23.188000000000002,0.18899999999999997,22.430999999999997,0.16699999999999998,22.163,0.18100000000000002,21.928,0.531,,,,
68,220.342504,39.6606,220.342504,39.6606,1,,6,J144122.20+393938.1,,2003.226,3,25.239,0.909,25.386999999999997,0.58,23.738000000000003,0.524,22.16,0.203,22.044,0.63,,,,
69,220.346489,39.661052,220.34648900000002,39.661052000000005,1,+,6,J144123.15+393939.7,,2003.226,3,23.441,0.6459999999999999,22.8,0.147,21.55,0.083,20.226,0.037000000000000005,19.514,0.08,,,,
72,220.327296,39.673542,220.327296,39.673542,1,+,6,J144118.55+394024.7,*,2003.2317,3,25.002,0.731,23.302,0.204,21.826999999999998,0.08800000000000001,21.178,0.075,20.861,0.18600000000000003,,,,
73,220.34652,39.66727,220.34652000000003,39.66727,1,+,6,J144123.16+394002.1,*,2003.2317,3,23.46,0.431,21.1,0.031,19.736,0.016,19.007,0.013000000000000001,18.500999999999998,0.024,,,,
74,220.346398,39.682039,220.346398,39.682039,1,+,6,J144123.13+394055.3,,2003.2317,3,21.308000000000003,0.08199999999999999,21.268,0.035,21.289,0.05,21.098000000000003,0.06,20.984,0.17,,,,
78,220.346998,39.677137,220.34699799999999,39.677137,1,+,6,J144123.27+394037.6,,2003.2317,3,25.05,0.691,24.228,0.385,22.193,0.11800000000000001,21.254,0.077,20.704,0.152,,,,
80,220.344932,39.664089,220.34493199999997,39.664089000000004,1,,6,J144122.78+393950.7,,2003.2317,3,24.36,0.728,23.135,0.16699999999999998,24.723000000000003,0.606,22.469,0.21100000000000002,22.323,0.467,,,,
82,220.362364,39.667777,220.362364,39.667777,1,+,6,J144126.96+394003.9,,2003.2317,3,24.746,0.672,22.316999999999997,0.079,20.819000000000003,0.035,19.764,0.022000000000000002,19.167,0.039,,,,
88,220.365263,39.68629,220.365263,39.68629,1,+,6,J144127.66+394110.6,*,2003.2317,3,23.974,0.5870000000000001,21.108,0.032,19.72,0.016,19.116,0.013999999999999999,18.827,0.031,,,,
89,220.357089,39.690848,220.357089,39.690847999999995,1,,6,J144125.70+394127.0,,2003.2317,3,21.361,0.08900000000000001,24.609,0.413,24.234,0.478,24.320999999999998,0.537,23.151999999999997,0.433,,,,
97,220.3662,39.712316,220.3662,39.712315999999994,1,,6,J144127.88+394244.3,,2003.2317,3,24.9,0.665,23.368000000000002,0.19399999999999998,26.000999999999998,0.331,24.565,0.5489999999999999,22.701,0.47700000000000004,,,,
101,220.36183,39.70042,220.36182999999997,39.70042,1,+,6,J144126.83+394201.5,,2003.2317,3,25.212,0.586,23.715999999999998,0.249,22.349,0.122,20.818,0.048,20.11,0.084,,,,
104,220.367,39.696436,220.367,39.696436,1,,6,J144128.08+394147.1,,2003.2317,3,24.831999999999997,0.659,25.265,0.449,23.374000000000002,0.28300000000000003,23.85,0.483,23.021,0.445,,,,
105,220.36778,39.696238,220.36777999999998,39.696238,1,,6,J144128.26+394146.4,,2003.2317,3,24.662,0.674,24.997,0.452,23.267,0.258,24.678,0.509,23.39,0.395,,,,
106,220.363217,39.697769,220.363217,39.697769,1,,6,J144127.17+394151.9,,2003.2317,3,24.36,0.711,24.607,0.44799999999999995,23.136999999999997,0.251,24.428,0.585,22.752,0.498,,,,
112,220.373478,39.694357,220.37347799999998,39.694357000000004,1,,6,J144129.63+394139.6,,2003.2317,3,24.076,0.644,22.855,0.128,21.261,0.051,20.31,0.034,19.629,0.059000000000000004,,,,
115,220.352247,39.701578,220.35224700000003,39.701578000000005,1,,6,J144124.53+394205.6,,2003.2317,3,25.103,0.6829999999999999,25.636999999999997,0.457,22.881,0.209,23.658,0.507,22.656999999999996,0.518,,,,
118,220.354378,39.690231,220.35437799999997,39.690231,1,+,6,J144125.05+394124.8,,2003.2317,3,24.119,0.693,23.445,0.222,22.787,0.196,22.95,0.32,21.613000000000003,0.32,,,,
119,220.360952,39.698596,220.360952,39.698596,1,,6,J144126.62+394154.9,,2003.2317,3,24.985,0.638,25.715999999999998,0.389,22.936999999999998,0.19699999999999998,24.625999999999998,0.518,22.552,0.445,,,,
124,220.36717,39.700305,220.36717000000002,39.700305,1,,6,J144128.12+394201.0,,2003.2317,3,25.427,0.5479999999999999,24.416,0.41100000000000003,23.197,0.26,22.006999999999998,0.138,22.255,0.43700000000000006,,,,
126,220.368789,39.693048,220.36878900000002,39.693048,1,,6,J144128.50+394134.9,,2003.2317,3,25.785999999999998,0.449,24.849,0.499,24.918000000000003,0.604,23.500999999999998,0.46299999999999997,21.118000000000002,0.217,,,,
127,220.314961,39.696317,220.31496099999998,39.696317,1,+,6,J144115.59+394146.7,*,2003.2317,3,20.055999999999997,0.034,17.425,0.005,16.05,0.004,14.894,0.004,14.307,0.004,,,,
128,220.321566,39.695405,220.32156600000002,39.695405,1,+,6,J144117.17+394143.4,,2003.2317,3,21.796,0.12,21.636999999999997,0.048,21.22,0.047,20.896,0.052000000000000005,21.249000000000002,0.214,,,,
135,220.327443,39.698575,220.32744300000002,39.698575,1,+,6,J144118.58+394154.8,,2003.2317,3,24.581,0.662,21.625,0.046,20.264,0.023,19.629,0.02,19.249000000000002,0.042,,,,
143,220.325985,39.696059,220.325985,39.696059000000005,1,+,6,J144118.23+394145.8,*,2003.2317,3,24.886999999999997,0.669,23.756999999999998,0.258,22.256,0.11199999999999999,21.94,0.126,21.566,0.28,,,,
145,220.33568,39.695012,220.33567999999997,39.695012,1,,6,J144120.56+394142.0,,2003.2317,3,24.741999999999997,0.736,23.761,0.275,23.379,0.301,21.963,0.13699999999999998,21.743000000000002,0.33899999999999997,,,,
148,220.355818,39.72177,220.35581800000003,39.72177,1,+,6,J144125.39+394318.3,*,2003.2317,3,21.003,0.065,20.73,0.025,20.703000000000003,0.031,20.729,0.045,20.412,0.109,,,,
154,220.326777,39.711549,220.326777,39.711549,1,+,6,J144118.42+394241.5,,2003.2317,3,23.813000000000002,0.52,23.754,0.251,22.548000000000002,0.139,21.329,0.073,20.655,0.132,,,,
155,220.34379,39.736403,220.34378999999998,39.736403,1,+,6,J144122.50+394411.0,,2003.2317,3,23.215,0.381,24.248,0.385,22.901999999999997,0.20600000000000002,22.927,0.306,22.97,0.515,,,,
156,220.337841,39.715002,220.33784100000003,39.715002,1,+,6,J144121.08+394254.0,,2003.2317,3,23.983,0.7290000000000001,23.57,0.27699999999999997,21.666999999999998,0.08199999999999999,20.584,0.05,20.374000000000002,0.133,,,,
157,220.336034,39.707195,220.33603399999998,39.707195,1,,6,J144120.64+394225.9,,2003.2317,3,24.351,0.6459999999999999,25.145,0.45899999999999996,23.101999999999997,0.221,25.011,0.451,23.248,0.425,,,,
158,220.337328,39.699482,220.33732799999999,39.699482,1,+,6,J144120.95+394158.1,*,2003.2317,3,23.21,0.375,23.553,0.231,22.95,0.209,22.344,0.18600000000000003,22.145,0.424,,,,
161,220.352533,39.718841,220.352533,39.718841,1,,6,J144124.60+394307.8,*,2003.2317,3,24.805999999999997,0.644,25.166,0.461,23.586,0.319,22.233,0.156,21.689,0.29600000000000004,,,,
162,220.344602,39.713983,220.344602,39.713983,1,,6,J144122.70+394250.3,,2003.2317,3,24.204,0.635,24.53,0.408,23.798000000000002,0.37200000000000005,23.054000000000002,0.302,21.186,0.204,,,,
172,220.444326,39.708393,220.444326,39.708393,1,+,6,J144146.63+394230.2,*,2003.2317,3,21.026999999999997,0.069,18.37,0.006999999999999999,17.12,0.005,16.602999999999998,0.005,16.333,0.006999999999999999,,,,
176,220.458574,39.700924,220.45857400000003,39.700924,1,+,6,J144150.05+394203.3,,2003.2317,3,21.285999999999998,0.084,20.162,0.017,19.677,0.016,19.485,0.018000000000000002,19.435,0.05,,,,
180,220.45387,39.708648,220.45387000000002,39.708648,1,,6,J144148.92+394231.1,,2003.2317,3,22.616,0.23600000000000002,24.971999999999998,0.45,24.768,0.551,24.025,0.515,23.36,0.41,,,,
182,220.461362,39.706079,220.461362,39.706078999999995,1,,6,J144150.72+394221.8,,2003.2317,3,22.471,0.21100000000000002,24.996,0.449,25.008000000000003,0.539,24.119,0.524,22.592,0.45299999999999996,,,,
184,220.43574,39.686798,220.43573999999998,39.686797999999996,1,+,6,J144144.57+394112.4,,2003.2317,3,24.205,0.638,22.38,0.084,20.849,0.036000000000000004,19.34,0.016,18.569000000000003,0.026000000000000002,,,,
186,220.45273,39.702091,220.45272999999997,39.702090999999996,1,,6,J144148.65+394207.5,,2003.2317,3,25.354,0.546,24.303,0.361,23.009,0.212,22.399,0.18100000000000002,22.579,0.456,,,,
193,220.409856,39.710002,220.40985600000002,39.710002,1,,6,J144138.36+394236.0,,2003.2317,3,24.941999999999997,0.6509999999999999,24.365,0.371,23.891,0.40399999999999997,21.794,0.107,21.057,0.182,,,,
195,220.413178,39.710321,220.413178,39.710321,1,+,6,J144139.16+394237.1,,2003.2317,3,24.83,0.7390000000000001,24.511,0.446,23.156,0.262,23.688000000000002,0.512,22.64,0.515,,,,
196,220.402905,39.689437,220.40290499999998,39.689437,1,+,6,J144136.69+394121.9,*,2003.2317,3,21.241,0.08,19.212,0.01,18.317999999999998,0.006999999999999999,17.934,0.008,17.73,0.015,,,,
197,220.399805,39.688657,220.399805,39.688657,1,+,6,J144135.95+394119.1,,2003.2317,3,22.366999999999997,0.192,21.496,0.042,21.104,0.044000000000000004,20.926,0.053,20.738000000000003,0.14400000000000002,,,,
198,220.403165,39.690832,220.403165,39.690832,1,+,6,J144136.75+394126.9,,2003.2317,3,24.423000000000002,0.6920000000000001,23.46,0.205,23.009,0.21600000000000003,24.136999999999997,0.537,21.973000000000003,0.363,,,,
199,220.41916,39.690057,220.41916,39.690057,1,+,6,J144140.59+394124.2,*,2003.2317,3,22.337,0.187,20.067999999999998,0.016,18.883,0.01,18.412,0.01,18.169,0.02,,,,
205,220.411682,39.702897,220.41168199999998,39.702897,1,,6,J144138.80+394210.4,,2003.2317,3,23.828000000000003,0.5529999999999999,24.028000000000002,0.31,23.256999999999998,0.261,22.581,0.21100000000000002,22.326,0.424,,,,
207,220.411287,39.702928,220.41128700000002,39.702928,1,,6,J144138.70+394210.5,,2003.2317,3,24.941,0.6509999999999999,24.031,0.309,24.211,0.484,24.311999999999998,0.5379999999999999,22.563000000000002,0.452,,,,
214,220.412289,39.691939,220.41228900000002,39.691939,1,+,6,J144138.94+394130.9,,2003.2317,3,23.718000000000004,0.514,22.342,0.081,21.346999999999998,0.053,20.935,0.053,20.651999999999997,0.133,,,,
218,220.408587,39.682687,220.408587,39.682687,1,,6,J144138.06+394057.6,,2003.2317,3,25.114,0.618,24.307,0.365,23.866999999999997,0.40399999999999997,22.383000000000003,0.17800000000000002,22.122,0.389,,,,
219,220.410719,39.68472,220.410719,39.68472,1,+,6,J144138.57+394104.9,,2003.2317,3,24.369,0.68,24.089000000000002,0.317,23.128,0.23399999999999999,22.404,0.18100000000000002,21.794,0.319,,,,
225,220.416611,39.683372,220.416611,39.683372,1,+,6,J144139.98+394100.1,,2003.2317,3,23.888,0.575,23.613000000000003,0.22399999999999998,23.016,0.213,22.846,0.258,22.305,0.42,,,,
229,220.41618,39.711065,220.41617999999997,39.711065000000005,1,+,6,J144139.88+394239.8,,2003.2317,3,24.618000000000002,0.7020000000000001,23.04,0.146,22.478,0.138,22.224,0.159,22.075,0.384,,,,
230,220.443434,39.719927,220.443434,39.719927,1,+,6,J144146.42+394311.7,*,2003.2317,3,22.592,0.228,20.7,0.025,19.399,0.013999999999999999,18.714000000000002,0.012,18.397000000000002,0.023,,,,
233,220.443329,39.718836,220.443329,39.718835999999996,1,+,6,J144146.39+394307.8,,2003.2317,3,24.316,0.711,23.391,0.204,22.386999999999997,0.133,21.898000000000003,0.126,22.046999999999997,0.392,,,,
234,220.441161,39.71994,220.441161,39.71994,1,,6,J144145.87+394311.7,,2003.2317,3,22.64,0.243,22.941999999999997,0.15,22.612,0.174,22.593000000000004,0.245,22.506,0.488,,,,
235,220.429903,39.694782,220.42990299999997,39.694782000000004,1,+,6,J144143.17+394141.2,,2003.2317,3,24.308000000000003,0.6679999999999999,24.515,0.39899999999999997,22.709,0.16399999999999998,22.156999999999996,0.146,22.494,0.444,,,,
236,220.422192,39.712298,220.422192,39.712298,1,+,6,J144141.32+394244.2,*,2003.2317,3,21.87,0.141,21.198,0.036000000000000004,20.674,0.034,20.346,0.037000000000000005,20.407,0.122,,,,
238,220.422609,39.709662,220.422609,39.709662,1,+,6,J144141.42+394234.7,,2003.2317,3,24.467,0.77,23.574,0.247,22.366,0.13699999999999998,21.859,0.131,22.272,0.47200000000000003,,,,
254,220.417896,39.725846,220.41789599999998,39.725846000000004,1,,6,J144140.29+394333.0,,2003.2317,3,24.21,0.706,23.855,0.313,22.723000000000003,0.179,22.052,0.146,21.776,0.365,,,,
256,220.423512,39.718721,220.42351200000002,39.718721,1,+,6,J144141.64+394307.3,,2003.2317,3,24.888,0.69,24.151,0.341,22.967,0.212,23.156,0.345,22.278000000000002,0.431,,,,
262,220.416224,39.720814,220.41622400000003,39.720814000000004,1,,6,J144139.89+394314.9,,2003.2317,3,25.211,0.624,25.451999999999998,0.45799999999999996,23.307,0.281,21.342,0.078,20.131,0.09,,,,
267,220.468755,39.699624,220.468755,39.699624,1,+,6,J144152.50+394158.6,*,2003.2317,3,21.263,0.08199999999999999,19.07,0.009000000000000001,18.023,0.006999999999999999,17.573,0.006999999999999999,17.344,0.012,,,,
269,220.468418,39.734368,220.468418,39.734367999999996,1,+,6,J144152.42+394403.7,,2003.2317,3,22.226999999999997,0.171,21.116999999999997,0.032,20.654,0.031,20.43,0.036000000000000004,20.404,0.10800000000000001,,,,
270,220.467004,39.713133,220.467004,39.713133,1,+,6,J144152.08+394247.2,,2003.2317,3,22.474,0.21899999999999997,21.656999999999996,0.049,21.287,0.052000000000000005,21.335,0.077,21.241,0.22399999999999998,,,,
273,220.490173,39.722815,220.490173,39.722815000000004,1,,6,J144157.64+394322.1,,2003.2317,3,23.796,0.556,24.16,0.33399999999999996,23.414,0.294,22.585,0.21100000000000002,22.538,0.452,,,,
276,220.478289,39.702683,220.47828900000002,39.702683,1,+,6,J144154.78+394209.6,,2003.2317,3,24.886999999999997,0.7340000000000001,24.584,0.447,23.099,0.248,23.471,0.446,21.691,0.327,,,,
281,220.480298,39.72031,220.480298,39.72031,1,+,6,J144155.27+394313.1,,2003.2317,3,22.695,0.28,23.081,0.16699999999999998,22.423000000000002,0.146,22.002,0.149,22.129,0.45,,,,
284,220.481551,39.717577,220.48155099999997,39.717577,1,,6,J144155.57+394303.2,,2003.2317,3,24.976999999999997,0.662,23.488000000000003,0.204,23.718000000000004,0.363,23.334,0.369,22.403000000000002,0.434,,,,
291,220.481679,39.728191,220.481679,39.728190999999995,1,+,6,J144155.60+394341.4,,2003.2317,3,22.846,0.289,24.061999999999998,0.32,23.005,0.218,22.461,0.2,22.572,0.475,,,,
292,220.476738,39.707664,220.47673799999998,39.707664,1,+,6,J144154.41+394227.5,,2003.2317,3,24.122,0.632,23.85,0.266,22.733,0.168,20.875,0.05,19.909000000000002,0.071,,,,
294,220.457474,39.712181,220.45747400000002,39.712181,1,,6,J144149.79+394243.8,,2003.2317,3,24.783,0.6890000000000001,24.87,0.444,24.719,0.546,22.426,0.184,22.02,0.365,,,,
297,220.485177,39.728473,220.485177,39.728473,1,,6,J144156.44+394342.5,,2003.2317,3,24.535999999999998,0.7340000000000001,25.16,0.47600000000000003,24.159000000000002,0.493,24.22,0.574,21.098000000000003,0.204,,,,
299,220.501311,39.723729,220.501311,39.723729,1,+,6,J144200.31+394325.4,*,2003.2317,3,17.61,0.01,16.593,0.004,16.235,0.004,16.114,0.005,16.092,0.006999999999999999,,,,
300,220.485791,39.735225,220.485791,39.735225,1,+,6,J144156.58+394406.8,,2003.2317,3,21.471,0.095,20.499000000000002,0.021,20.054000000000002,0.02,19.866,0.024,19.838,0.068,,,,
302,220.489226,39.755692,220.48922599999997,39.755691999999996,1,,6,J144157.41+394520.4,,2003.2317,3,24.309,0.708,23.93,0.3,22.971,0.217,21.949,0.131,21.14,0.21,,,,
304,220.498451,39.761404,220.498451,39.761404,1,+,6,J144159.62+394541.0,,2003.2317,3,24.774,0.6920000000000001,23.408,0.19399999999999998,22.519000000000002,0.14300000000000002,22.706999999999997,0.23600000000000002,22.281,0.425,,,,
308,220.506813,39.748202,220.506813,39.748202,1,+,6,J144201.63+394453.5,,2003.2317,3,24.486,0.835,23.111,0.18100000000000002,23.169,0.292,22.09,0.171,21.456,0.312,,,,
309,220.508613,39.748028,220.508613,39.748028000000005,1,,6,J144202.06+394452.8,,2003.2317,3,23.781,0.545,24.944000000000003,0.45,23.607,0.33799999999999997,22.641,0.221,22.863000000000003,0.466,,,,
319,220.492214,39.76061,220.49221400000002,39.76061,1,+,6,J144158.13+394538.1,,2003.2317,3,25.369,0.588,23.796,0.284,22.325,0.13,21.772,0.11800000000000001,21.485,0.287,,,,
326,220.440124,39.744183,220.44012400000003,39.744183,1,+,6,J144145.62+394439.0,*,2003.2317,3,19.043,0.02,18.158,0.006,17.817999999999998,0.006,17.669,0.006999999999999999,17.597,0.013999999999999999,1.07683,,,
327,220.454961,39.737883,220.454961,39.737883000000004,1,,6,J144149.19+394416.3,*,2003.2317,3,17.384,0.009000000000000001,15.59,0.004,15.008,0.009000000000000001,14.559000000000001,0.005,14.433,0.005,,,,
328,220.452133,39.739466,220.452133,39.739466,1,+,6,J144148.51+394422.0,,2003.2317,3,24.788,0.6759999999999999,23.636999999999997,0.23199999999999998,23.141,0.23600000000000002,22.615,0.218,22.022,0.366,,,,
329,220.456885,39.724446,220.456885,39.724446,1,+,6,J144149.65+394328.0,*,2003.2317,3,21.784000000000002,0.12,19.425,0.011000000000000001,18.285999999999998,0.006999999999999999,17.825,0.006999999999999999,17.553,0.013000000000000001,,,,
332,220.460227,39.742636,220.460227,39.742636,1,+,6,J144150.45+394433.4,*,2003.2317,3,23.401999999999997,0.414,20.535,0.021,19.396,0.013000000000000001,18.909000000000002,0.013000000000000001,18.707,0.027999999999999997,,,,
338,220.452172,39.749924,220.45217200000002,39.749924,1,+,6,J144148.52+394459.7,,2003.2317,3,22.701,0.245,21.651999999999997,0.047,21.279,0.05,20.997,0.055999999999999994,21.396,0.24100000000000002,,,,
341,220.452186,39.725138,220.45218599999998,39.725138,1,+,6,J144148.52+394330.4,,2003.2317,3,24.459,0.693,23.086,0.149,22.014,0.091,21.309,0.07200000000000001,20.555999999999997,0.121,,,,
345,220.448315,39.754836,220.44831499999998,39.754836,1,+,6,J144147.59+394517.4,,2003.2317,3,24.820999999999998,0.68,24.689,0.426,22.840999999999998,0.183,23.215999999999998,0.34299999999999997,22.239,0.408,,,,
347,220.455458,39.760914,220.45545800000002,39.760914,1,,6,J144149.30+394539.2,,2003.2317,3,25.066999999999997,0.628,24.76,0.436,22.968000000000004,0.204,24.263,0.54,23.313000000000002,0.419,,,,
348,220.471224,39.741495,220.47122400000003,39.741495,1,+,6,J144153.09+394429.3,,2003.2317,3,25.546,0.495,23.908,0.281,22.284000000000002,0.11599999999999999,21.539,0.08900000000000001,20.82,0.154,,,,
349,220.45276,39.757469,220.45276,39.757469,1,,6,J144148.66+394526.8,,2003.2317,3,23.281,0.425,23.881999999999998,0.308,22.809,0.2,22.342,0.19699999999999998,22.404,0.502,,,,
352,220.486416,39.761514,220.48641600000002,39.761514,1,+,6,J144156.73+394541.4,*,2003.2317,3,18.252,0.013000000000000001,17.025,0.005,16.601,0.004,16.455,0.005,16.419,0.008,,,,
353,220.471734,39.781209,220.471734,39.781209000000004,1,+,6,J144153.21+394652.3,,2003.2317,3,22.24,0.171,21.659000000000002,0.047,21.386,0.055,21.336,0.07400000000000001,20.984,0.175,,,,
354,220.482773,39.752335,220.482773,39.752334999999995,1,,6,J144155.86+394508.4,,2003.2317,3,22.355999999999998,0.19,24.814,0.439,25.315,0.49200000000000005,24.523000000000003,0.5329999999999999,22.565,0.452,,,,
359,220.478554,39.76062,220.478554,39.76062,1,+,6,J144154.85+394538.2,,2003.2317,3,23.041999999999998,0.325,22.889,0.125,22.445,0.131,22.101999999999997,0.141,21.741,0.307,,,,
360,220.473004,39.750654,220.473004,39.750654,1,,6,J144153.52+394502.3,,2003.2317,3,23.968000000000004,0.5920000000000001,23.426,0.19899999999999998,23.636999999999997,0.35200000000000004,23.869,0.51,22.893,0.48,,,,
365,220.458791,39.759737,220.45879100000002,39.759737,1,,6,J144150.10+394535.0,,2003.2317,3,26.203000000000003,0.326,25.755,0.44299999999999995,22.816999999999997,0.213,24.011999999999997,0.615,23.568,0.435,,,,
367,220.460848,39.758997,220.460848,39.758996999999994,1,,6,J144150.60+394532.3,,2003.2317,3,24.155,0.637,24.541,0.402,23.05,0.21899999999999997,23.322,0.36700000000000005,23.608,0.36200000000000004,,,,
368,220.467377,39.756636,220.467377,39.756636,1,,6,J144152.17+394523.8,,2003.2317,3,24.881,0.653,25.375999999999998,0.43799999999999994,22.903000000000002,0.19399999999999998,24.488000000000003,0.535,22.598000000000003,0.45899999999999996,,,,
371,220.400381,39.721216,220.400381,39.721216,1,+,6,J144136.09+394316.3,*,2003.2317,3,20.517,0.048,19.477999999999998,0.012,19.115,0.011000000000000001,18.962,0.013000000000000001,18.947,0.034,,,,
373,220.371066,39.723326,220.371066,39.723326,1,+,6,J144129.05+394323.9,,2003.2317,3,25.476,0.51,24.984,0.479,23.125999999999998,0.239,22.177,0.157,21.05,0.18899999999999997,,,,
384,220.386227,39.733273,220.386227,39.733273,1,+,6,J144132.69+394359.7,,2003.2317,3,23.964000000000002,0.642,23.956999999999997,0.327,22.574,0.162,22.171999999999997,0.168,22.699,0.523,,,,
386,220.384883,39.719073,220.384883,39.719073,1,+,6,J144132.37+394308.6,,2003.2317,3,24.395,0.68,22.568,0.099,21.191,0.047,19.761,0.022000000000000002,19.097,0.038,,,,
387,220.391459,39.726812,220.391459,39.726812,1,+,6,J144133.95+394336.5,,2003.2317,3,24.302,0.65,21.734,0.05,20.437,0.026000000000000002,19.552,0.019,19.032,0.036000000000000004,,,,
389,220.387269,39.722454,220.387269,39.722454,1,,6,J144132.94+394320.8,,2003.2317,3,24.073,0.611,24.498,0.401,24.535999999999998,0.531,22.585,0.21,22.525,0.444,,,,
