,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS!2,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
3872,220.028432,39.851559,220.02843199999998,39.851559,1,+,6,J144006.82+395105.6,,2003.2317,3,24.261999999999997,0.736,22.985,0.15,22.529,0.139,22.226,0.174,21.671,0.297,,,,
3882,220.02537,39.857175,220.02537,39.857175,1,,6,J144006.08+395125.8,,2003.2317,3,23.528000000000002,0.531,24.778000000000002,0.498,24.363000000000003,0.51,25.355999999999998,0.433,21.129,0.205,,,,
3885,219.935529,39.80346,219.935529,39.80346,1,+,6,J143944.52+394812.4,,2003.226,3,23.008000000000003,0.491,22.541,0.127,21.249000000000002,0.064,19.948,0.031,19.230999999999998,0.065,,,,
3888,219.960193,39.818302,219.960193,39.818302,1,+,6,J143950.44+394905.8,*,2003.2317,3,18.923,0.019,16.861,0.004,16.01,0.004,15.690999999999999,0.004,15.515999999999998,0.006,,,,
3889,219.961612,39.816611,219.961612,39.816611,1,+,6,J143950.78+394859.7,*,2003.2317,3,21.638,0.11199999999999999,19.062,0.01,17.726,0.006,17.072,0.006,16.717,0.009000000000000001,,,,
3892,219.946517,39.813625,219.946517,39.813625,1,+,6,J143947.16+394849.0,,2003.2317,3,21.618000000000002,0.115,21.449,0.044000000000000004,21.234,0.047,21.086,0.065,21.180999999999997,0.20600000000000002,,,,
3897,219.947873,39.816917,219.947873,39.816917,1,+,6,J143947.48+394900.9,,2003.2317,3,24.163,0.701,23.41,0.213,22.592,0.141,22.125999999999998,0.152,22.215999999999998,0.395,,,,
3898,219.956968,39.803256,219.95696800000002,39.803256,1,+,6,J143949.67+394811.7,*,2003.2317,3,24.034000000000002,0.6409999999999999,22.069000000000003,0.068,20.839000000000002,0.033,20.122,0.028999999999999998,19.66,0.055,,,,
3901,219.940312,39.817558,219.940312,39.817558,1,+,6,J143945.67+394903.2,,2003.2317,3,24.415,0.741,24.043000000000003,0.337,22.833000000000002,0.171,22.486,0.20600000000000002,22.075,0.36700000000000005,,,,
3906,219.951913,39.825685,219.951913,39.825685,1,,6,J143948.45+394932.4,,2003.2317,3,25.21,0.65,24.261999999999997,0.387,23.182,0.22699999999999998,22.176,0.158,21.774,0.305,,,,
3907,219.961261,39.809533,219.96126099999998,39.809533,1,,6,J143950.70+394834.3,,2003.2317,3,23.61,0.555,24.283,0.414,24.086,0.444,22.243000000000002,0.17800000000000002,21.1,0.19699999999999998,,,,
3911,219.978915,39.83422,219.978915,39.83422,1,,6,J143954.93+395003.1,,2003.2317,3,22.46,0.21600000000000003,25.351999999999997,0.474,25.01,0.48200000000000004,25.322,0.39299999999999996,23.714000000000002,0.319,,,,
3913,219.947862,39.838887,219.94786200000001,39.838887,1,+,6,J143947.48+395019.9,,2003.2317,3,24.574,0.74,24.436,0.419,22.162,0.096,23.064,0.314,22.475,0.419,,,,
3918,219.964659,39.831283,219.96465899999998,39.831283,1,+,6,J143951.51+394952.6,,2003.2317,3,23.245,0.40399999999999997,22.526,0.10099999999999999,22.223000000000003,0.1,22.233,0.163,22.219,0.38299999999999995,,,,
3928,219.956571,39.8453,219.956571,39.8453,1,+,6,J143949.57+395043.0,,2003.2317,3,25.451,0.561,23.704,0.26,22.266,0.10300000000000001,21.729,0.105,21.363000000000003,0.221,,,,
3931,219.959159,39.836356,219.95915899999997,39.836356,1,,6,J143950.19+395010.8,,2003.2317,3,24.551,0.773,24.584,0.47,22.736,0.163,23.802,0.5329999999999999,22.889,0.469,,,,
3933,219.962118,39.835232,219.962118,39.835232,1,,6,J143950.90+395006.8,,2003.2317,3,24.695,0.7490000000000001,25.338,0.489,23.109,0.212,23.601,0.456,21.605999999999998,0.27,,,,
3934,219.9653,39.833987,219.9653,39.833987,1,,6,J143951.67+395002.3,,2003.2317,3,25.076,0.6990000000000001,23.658,0.256,22.86,0.17600000000000002,23.469,0.43200000000000005,22.016,0.35700000000000004,,,,
3938,219.987947,39.840342,219.98794700000002,39.840342,1,+,6,J143957.10+395025.2,,2003.2317,3,24.791999999999998,0.836,23.965999999999998,0.36,22.901999999999997,0.33299999999999996,22.52,0.243,22.557,0.509,,,,
3939,219.974177,39.852566,219.974177,39.852565999999996,1,,6,J143953.80+395109.2,,2003.2317,3,24.561,0.737,24.684,0.46,23.973000000000003,0.381,22.439,0.192,21.785999999999998,0.297,,,,
3940,219.981231,39.846459,219.981231,39.846459,1,,6,J143955.49+395047.2,,2003.2317,3,25.646,0.517,25.313000000000002,0.511,23.23,0.249,22.125999999999998,0.162,21.320999999999998,0.235,,,,
3942,219.934508,39.841855,219.934508,39.841854999999995,1,+,6,J143944.28+395030.6,*,2003.2317,3,21.353,0.091,20.22,0.018000000000000002,19.785999999999998,0.016,19.619,0.02,19.488,0.049,,,,
3943,219.919561,39.847754,219.919561,39.847753999999995,1,,6,J143940.69+395051.9,,2003.2317,3,22.335,0.198,24.416,0.408,24.697,0.488,24.565,0.534,22.781,0.435,,,,
3946,219.9327,39.836107,219.9327,39.836107,1,,6,J143943.84+395009.9,,2003.2317,3,22.4,0.20800000000000002,25.515,0.452,24.416,0.466,24.933000000000003,0.478,22.67,0.431,,,,
3953,219.917397,39.840937,219.91739700000002,39.840937,1,,6,J143940.17+395027.3,,2003.2317,3,24.275,0.726,25.04,0.503,23.281,0.248,23.092,0.33,22.478,0.435,,,,
3964,219.923887,39.820195,219.923887,39.820195,1,,6,J143941.73+394912.7,,2003.2317,3,24.694000000000003,0.778,24.509,0.451,23.209,0.24,21.916999999999998,0.131,21.500999999999998,0.263,,,,
3967,219.938486,39.876931,219.93848599999998,39.876931,1,+,6,J143945.23+395236.9,*,2003.2317,3,19.401,0.024,19.319000000000003,0.011000000000000001,19.155,0.011000000000000001,19.208,0.015,19.338,0.043,,,,
3968,219.937701,39.870109,219.93770099999998,39.870109,1,+,6,J143945.04+395212.3,*,2003.2317,3,20.611,0.053,19.655,0.013000000000000001,19.307000000000002,0.012,19.175,0.015,19.067,0.035,,,,
3973,219.945767,39.851481,219.945767,39.851481,1,,6,J143946.98+395105.3,,2003.2317,3,23.822,0.591,24.621,0.452,23.96,0.38,22.456,0.193,22.055,0.35,,,,
3975,219.944621,39.84645,219.94462099999998,39.84645,1,+,6,J143946.70+395047.2,*,2003.2317,3,25.07,0.6659999999999999,23.264,0.182,22.449,0.121,22.013,0.133,21.884,0.32299999999999995,,,,
3976,219.92565,39.861929,219.92565,39.861928999999996,1,+,6,J143942.15+395142.9,,2003.2317,3,23.886,0.6,23.456999999999997,0.212,21.781999999999996,0.069,20.912,0.052000000000000005,20.257,0.09,,,,
3977,219.929899,39.867172,219.92989900000003,39.867172,1,+,6,J143943.17+395201.8,,2003.2317,3,25.805,0.541,23.328000000000003,0.23600000000000002,22.025,0.106,20.686,0.054000000000000006,19.666,0.07,,,,
3978,219.933211,39.863122,219.933211,39.863122,1,+,6,J143943.97+395147.2,,2003.2317,3,23.353,0.433,23.386,0.201,23.052,0.19899999999999998,22.894000000000002,0.273,22.903000000000002,0.435,,,,
3985,219.93552,39.857413,219.93552000000003,39.857413,1,,6,J143944.52+395126.6,,2003.2317,3,24.881999999999998,0.71,25.304000000000002,0.479,24.750999999999998,0.493,24.764,0.511,20.211,0.087,,,,
3988,219.988543,39.884466,219.98854300000002,39.884465999999996,1,+,6,J143957.25+395304.0,,2003.2317,3,24.86,0.7609999999999999,24.449,0.44799999999999995,22.734,0.16699999999999998,20.607,0.045,19.628,0.059000000000000004,,,,
3989,219.995758,39.874411,219.995758,39.874411,1,+,6,J143958.98+395227.8,*,2003.2317,3,21.197,0.08,20.295,0.019,19.967,0.018000000000000002,19.843,0.024,19.833,0.064,,,,
3996,219.989483,39.880508,219.989483,39.880508,1,,6,J143957.47+395249.8,,2003.2317,3,23.438000000000002,0.506,22.97,0.159,23.319000000000003,0.281,23.473000000000003,0.478,22.214000000000002,0.44,,,,
4009,219.994395,39.87188,219.99439500000003,39.87188,1,+,6,J143958.65+395218.7,,2003.2317,3,24.204,0.726,25.083000000000002,0.524,22.818,0.177,21.642,0.105,20.624000000000002,0.132,,,,
4011,219.989235,39.850443,219.989235,39.850443,1,+,6,J143957.41+395101.5,,2003.2317,3,24.213,0.685,24.143,0.35,22.69,0.147,21.351999999999997,0.077,20.717,0.131,,,,
4012,219.994528,39.849924,219.99452799999997,39.849924,1,+,6,J143958.68+395059.7,*,2003.2317,3,24.586,0.743,24.111,0.35700000000000004,22.129,0.096,21.160999999999998,0.068,20.535999999999998,0.11800000000000001,,,,
4015,219.987691,39.862276,219.987691,39.862276,1,,6,J143957.04+395144.1,,2003.2317,3,24.125999999999998,0.713,26.149,0.34,25.275,0.48,23.323,0.40299999999999997,20.905,0.16399999999999998,,,,
4016,219.992203,39.868509,219.992203,39.868509,1,,6,J143958.12+395206.6,,2003.2317,3,25.855,0.441,24.381999999999998,0.431,24.249000000000002,0.486,24.326999999999998,0.609,21.115,0.2,,,,
4019,220.01686,39.897,220.01686,39.897,1,+,6,J144004.04+395349.1,*,2003.2317,3,17.704,0.01,16.559,0.004,16.183,0.004,16.043,0.004,16.005,0.006999999999999999,,,,
4020,219.997687,39.888941,219.997687,39.888940999999996,1,,6,J143959.44+395320.1,,2003.2317,3,21.993000000000002,0.196,24.404,0.5670000000000001,24.709,0.7240000000000001,24.708000000000002,0.7709999999999999,22.928,0.6459999999999999,,,,
4033,220.021669,39.888869,220.021669,39.888869,1,,6,J144005.20+395319.9,,2003.2317,3,24.649,0.733,25.142,0.496,24.309,0.466,21.905,0.127,20.319000000000003,0.09699999999999999,,,,
4037,220.022344,39.898692,220.022344,39.898692,1,,6,J144005.36+395355.2,*,2003.2317,3,23.581999999999997,0.504,24.835,0.474,24.423000000000002,0.469,24.781,0.52,21.346,0.21899999999999997,,,,
4040,219.955672,39.891315,219.95567200000002,39.891315000000006,1,,6,J143949.36+395328.7,*,2003.2317,3,16.819000000000003,0.006999999999999999,15.627,0.004,15.243,0.004,15.105,0.004,15.074000000000002,0.005,,,,
4042,219.958563,39.891423,219.958563,39.891422999999996,1,+,6,J143950.05+395329.1,,2003.2317,3,24.326,0.72,23.921,0.305,23.035,0.19699999999999998,24.013,0.526,22.022,0.348,,,,
4043,219.969898,39.894281,219.969898,39.894281,1,+,6,J143952.77+395339.4,*,2003.2317,3,18.703,0.017,17.76,0.005,17.465,0.006,17.343,0.006,17.32,0.012,,,,
4044,219.976736,39.889938,219.976736,39.889938,1,,6,J143954.41+395323.7,*,2003.2317,3,23.116,0.363,21.243000000000002,0.037000000000000005,19.809,0.016,18.773,0.012,18.224,0.02,,,,
4045,219.976472,39.88775,219.97647200000003,39.88775,1,+,6,J143954.35+395315.9,,2003.2317,3,24.35,0.71,22.915,0.141,21.296999999999997,0.047,19.994,0.026000000000000002,19.343,0.044000000000000004,,,,
4048,219.95763,39.882778,219.95763,39.882778,1,+,6,J143949.83+395258.0,,2003.2317,3,22.741999999999997,0.266,20.774,0.026000000000000002,20.131,0.02,19.871,0.024,19.755,0.06,,,,
4050,219.958838,39.880917,219.958838,39.880917,1,+,6,J143950.12+395251.3,,2003.2317,3,24.24,0.701,23.351999999999997,0.201,22.840999999999998,0.171,21.875999999999998,0.121,21.842,0.316,,,,
4051,219.956225,39.882467,219.956225,39.882467,1,+,6,J143949.49+395256.8,,2003.2317,3,24.714000000000002,0.737,23.174,0.174,22.633000000000003,0.145,22.176,0.155,22.305999999999997,0.401,,,,
4052,219.959193,39.884451,219.95919300000003,39.884451,1,+,6,J143950.20+395304.0,,2003.2317,3,24.633000000000003,0.753,24.128,0.366,23.185,0.233,24.364,0.575,22.535999999999998,0.447,,,,
4061,219.98326,39.917984,219.98326,39.917984000000004,1,,6,J143955.98+395504.7,*,2003.2317,3,16.055,0.008,15.780999999999999,0.008,13.695,0.001,14.298,0.006999999999999999,14.185,0.009000000000000001,,,,
4062,219.983251,39.918852,219.98325099999997,39.918852,1,,6,J143955.98+395507.8,,2003.2317,3,24.635,1.6740000000000002,25.114,1.617,18.814,0.013000000000000001,18.535999999999998,0.016,18.164,0.03,,,,
4065,219.984883,39.922155,219.984883,39.922155,1,,6,J143956.37+395519.7,,2003.2317,3,24.616,0.735,25.06,0.491,23.199,0.225,24.319000000000003,0.557,22.724,0.436,,,,
4066,219.988982,39.920815,219.988982,39.920815000000005,1,,6,J143957.35+395514.9,,2003.2317,3,24.285999999999998,0.723,24.824,0.49,23.074,0.213,24.136,0.569,23.173000000000002,0.43200000000000005,,,,
4067,219.979301,39.920403,219.97930099999996,39.920403,1,,6,J143955.03+395513.4,,2003.2317,3,24.357,0.78,23.365,0.21899999999999997,23.250999999999998,0.266,22.869,0.307,22.726999999999997,0.499,,,,
4068,219.981317,39.898796,219.981317,39.898796000000004,1,+,6,J143955.51+395355.6,*,2003.2317,3,18.29,0.013000000000000001,17.101,0.005,16.682000000000002,0.005,16.52,0.005,16.474,0.008,,,,
4070,219.994955,39.913722,219.99495499999998,39.913722,1,+,6,J143958.78+395449.4,*,2003.2317,3,23.805999999999997,0.573,21.162,0.035,19.829,0.017,18.488,0.01,17.733,0.015,,,,
4071,219.990148,39.906029,219.990148,39.906029,1,,6,J143957.63+395421.7,,2003.2317,3,22.596999999999998,0.242,25.064,0.49200000000000005,25.308000000000003,0.446,24.092,0.542,22.979,0.43,,,,
4072,219.990695,39.903738,219.99069500000002,39.903738,1,,6,J143957.76+395413.4,,2003.2317,3,22.504,0.226,24.56,0.43799999999999994,25.285999999999998,0.447,24.986,0.47700000000000004,22.098000000000003,0.36,,,,
4076,220.008378,39.911396,220.008378,39.911396,1,+,6,J144002.01+395441.0,,2003.2317,3,23.596,0.6,22.884,0.159,22.413,0.14400000000000002,22.649,0.28300000000000003,21.825,0.387,,,,
4078,220.002502,39.916224,220.002502,39.916224,1,,6,J144000.60+395458.4,,2003.2317,3,25.166999999999998,0.6459999999999999,25.275,0.48,23.06,0.201,24.703000000000003,0.53,22.910999999999998,0.435,,,,
4080,219.872157,39.839686,219.872157,39.839686,1,+,6,J143929.31+395022.8,,2003.2317,3,20.596999999999998,0.053,20.265,0.019,19.949,0.018000000000000002,19.792,0.022000000000000002,19.55,0.051,,,,
4081,219.879277,39.841476,219.879277,39.841476,1,+,6,J143931.02+395029.3,*,2003.2317,3,20.771,0.059000000000000004,20.008,0.016,19.782,0.016,19.698,0.021,19.664,0.055999999999999994,,,,
4082,219.877525,39.850646,219.877525,39.850646000000005,1,+,6,J143930.60+395102.3,*,2003.2317,3,24.443,0.7240000000000001,21.079,0.032,19.68,0.015,18.579,0.01,17.971,0.017,,,,
4084,219.883147,39.84891,219.883147,39.84891,1,+,6,J143931.95+395056.0,,2003.2317,3,22.019000000000002,0.151,21.11,0.033,20.923000000000002,0.035,20.811999999999998,0.048,20.879,0.15,,,,
4086,219.891883,39.838141,219.891883,39.838141,1,+,6,J143934.05+395017.3,,2003.2317,3,22.927,0.324,22.926,0.14300000000000002,22.504,0.132,22.281999999999996,0.172,22.854,0.46299999999999997,,,,
4088,219.881803,39.822553,219.881803,39.822553000000006,1,+,6,J143931.63+394921.1,,2003.2317,3,24.322,0.748,24.491,0.434,23.002,0.19899999999999998,22.014,0.13699999999999998,21.221999999999998,0.21,,,,
4092,219.852568,39.876247,219.85256800000002,39.876247,1,+,6,J143924.61+395234.4,*,2003.2317,3,20.776,0.06,19.212,0.01,18.676,0.009000000000000001,18.463,0.01,18.392,0.022000000000000002,,,,
4093,219.852574,39.863335,219.85257400000003,39.863335,1,,6,J143924.61+395148.0,,2003.2317,3,22.511,0.23199999999999998,24.754,0.462,24.843000000000004,0.484,24.803,0.49,22.354,0.39899999999999997,,,,
4094,219.868758,39.86606,219.868758,39.86606,1,+,6,J143928.50+395157.8,,2003.2317,3,22.226,0.18,21.467,0.043,20.974,0.036000000000000004,20.729,0.044000000000000004,20.611,0.12,,,,
4095,219.872553,39.856625,219.87255299999998,39.856625,1,,6,J143929.41+395123.8,,2003.2317,3,22.378,0.20800000000000002,24.954,0.479,24.78,0.485,24.651,0.518,22.914,0.43200000000000005,,,,
4098,219.856761,39.883944,219.85676099999998,39.883944,1,+,6,J143925.62+395302.1,,2003.2317,3,24.484,0.792,23.998,0.34,23.24,0.25,23.448,0.43200000000000005,21.769000000000002,0.327,,,,
4101,219.859431,39.854213,219.859431,39.854213,1,+,6,J143926.26+395115.1,,2003.2317,3,22.835,0.322,22.160999999999998,0.08,22.335,0.12300000000000001,22.377,0.201,21.213,0.22699999999999998,,,,
4108,219.876034,39.864461,219.87603399999998,39.864461,1,,6,J143930.24+395152.0,,2003.2317,3,23.52,0.963,26.239,0.632,22.372,0.235,24.538,1.1740000000000002,23.319000000000003,0.889,,,,
4111,219.849433,39.877929,219.849433,39.877928999999995,1,+,6,J143923.86+395240.5,*,2003.2317,3,18.602,0.016,17.63,0.005,17.292,0.005,17.162,0.006,17.136,0.011000000000000001,,,,
4112,219.84776,39.877567,219.84776000000002,39.877567,1,,6,J143923.46+395239.2,,2003.2317,3,24.989,0.7,25.17,0.483,23.643,0.309,22.316999999999997,0.16699999999999998,21.706999999999997,0.287,,,,
4117,219.826788,39.917942,219.826788,39.917942,1,+,6,J143918.42+395504.5,,2003.2317,3,25.281999999999996,0.667,23.27,0.188,22.826,0.175,22.338,0.184,21.79,0.331,,,,
4118,219.827476,39.913562,219.827476,39.913562,1,+,6,J143918.59+395448.8,,2003.2317,3,22.93,0.365,23.188000000000002,0.198,22.631,0.168,22.805,0.305,22.223000000000003,0.48100000000000004,,,,
4121,219.903235,39.84311,219.903235,39.843109999999996,1,+,6,J143936.77+395035.1,*,2003.2317,3,19.101,0.021,17.838,0.006,17.358,0.006,17.192999999999998,0.006,17.105,0.01,,,,
4122,219.888242,39.865077,219.888242,39.865077,1,,6,J143933.17+395154.2,,2003.2317,3,22.525,0.231,24.526,0.431,24.61,0.485,24.679000000000002,0.516,22.988000000000003,0.43,,,,
4124,219.89394,39.849341,219.89394,39.849340999999995,1,,6,J143934.54+395057.6,,2003.2317,3,22.046999999999997,0.17600000000000002,24.857,0.5529999999999999,24.647,0.58,23.846,0.581,22.02,0.415,,,,
4125,219.918927,39.865706,219.918927,39.865706,1,+,6,J143940.54+395156.5,,2003.2317,3,22.528000000000002,0.22899999999999998,21.689,0.05,21.63,0.061,21.478,0.083,21.31,0.21100000000000002,2.24748,,,
4132,219.886199,39.861051,219.88619900000003,39.861051,1,,6,J143932.68+395139.7,,2003.2317,3,24.723000000000003,0.7290000000000001,25.589000000000002,0.43700000000000006,23.151999999999997,0.214,24.889,0.479,22.479,0.41600000000000004,,,,
4136,219.908383,39.867702,219.90838300000001,39.867702,1,,6,J143938.01+395203.7,,2003.2317,3,23.89,0.642,24.787,0.504,23.052,0.214,22.123,0.155,21.671999999999997,0.303,,,,
4145,219.919569,39.874239,219.919569,39.874239,1,,6,J143940.69+395227.2,,2003.2317,3,24.831,0.721,23.294,0.188,23.746,0.33,23.135,0.325,22.662,0.43200000000000005,,,,
4148,219.937607,39.890788,219.93760699999999,39.890788,1,,6,J143945.02+395326.8,,2003.2317,3,24.959,0.7,23.267,0.184,23.293000000000003,0.24,22.908,0.276,22.218000000000004,0.381,,,,
4157,219.882014,39.905218,219.88201400000003,39.905218,1,+,6,J143931.68+395418.7,*,2003.2317,3,19.247,0.022000000000000002,17.127,0.005,16.291,0.005,15.982000000000001,0.005,15.825999999999999,0.006,2.9999999999999997e-05,,,
4158,219.872623,39.892542,219.872623,39.892542,1,+,6,J143929.42+395333.1,*,2003.2317,3,22.27,0.188,20.545,0.022000000000000002,19.813,0.016,19.529,0.019,19.297,0.043,,,,
4160,219.87359,39.890484,219.87358999999998,39.890484,1,,6,J143929.66+395325.7,,2003.2317,3,22.987,0.35600000000000004,25.114,0.607,24.086,0.515,23.21,0.409,22.826999999999998,0.46799999999999997,,,,
4161,219.870992,39.890939,219.870992,39.890939,1,+,6,J143929.03+395327.3,,2003.2317,3,24.205,0.736,24.162,0.382,23.276,0.256,24.414,0.584,22.37,0.449,,,,
4163,219.894208,39.886362,219.89420800000002,39.886362,1,+,6,J143934.61+395310.9,,2003.2317,3,24.391,0.7959999999999999,24.845,0.529,22.366,0.125,22.406,0.207,22.339000000000002,0.45799999999999996,,,,
4166,219.867045,39.891283,219.86704500000002,39.891283,1,+,6,J143928.09+395328.6,,2003.2317,3,25.268,0.627,22.471,0.095,21.156999999999996,0.042,20.448,0.036000000000000004,20.135,0.084,,,,
4186,219.876003,39.89364,219.87600299999997,39.893640000000005,1,,6,J143930.24+395337.1,,2003.2317,3,24.326999999999998,0.7170000000000001,24.215,0.363,24.072,0.401,22.561999999999998,0.20600000000000002,21.621,0.26899999999999996,,,,
4189,219.887504,39.88499,219.887504,39.88499,1,,6,J143933.00+395305.9,,2003.2317,3,24.730999999999998,0.7390000000000001,25.455,0.462,24.578000000000003,0.484,22.523000000000003,0.2,22.497,0.42200000000000004,,,,
4193,219.904292,39.925514,219.904292,39.925514,1,,6,J143937.02+395531.8,*,2003.2317,3,16.139,0.006999999999999999,15.652000000000001,0.006999999999999999,13.83,0.002,16.105,0.016,14.154000000000002,0.008,,,,
4195,219.90485,39.929453,219.90485,39.929453,1,,6,J143937.16+395546.0,,2003.2317,3,24.517,0.7829999999999999,25.07,0.535,24.334,0.505,22.87,0.29100000000000004,22.531999999999996,0.47200000000000003,,,,
4196,219.896987,39.899622,219.89698700000002,39.899621999999994,1,+,6,J143935.27+395358.6,*,2003.2317,3,18.047,0.012,16.765,0.004,16.323,0.005,16.148,0.005,16.096,0.006999999999999999,,,,
4197,219.90979,39.917816,219.90979,39.917815999999995,1,+,6,J143938.34+395504.1,*,2003.2317,3,23.24,0.395,20.516,0.022000000000000002,19.122,0.011000000000000001,17.999000000000002,0.008,17.425,0.012,,,,
4199,219.896742,39.925192,219.896742,39.925191999999996,1,+,6,J143935.21+395530.6,,2003.2317,3,22.076,0.163,21.697,0.052000000000000005,20.986,0.038,20.965,0.057,21.325,0.228,,,,
4204,219.892021,39.906618,219.892021,39.906618,1,+,6,J143934.08+395423.8,,2003.2317,3,24.885,0.7140000000000001,23.686,0.252,22.39,0.114,21.480999999999998,0.083,21.285999999999998,0.209,,,,
4205,219.91617,39.915508,219.91617000000002,39.915508,1,+,6,J143939.88+395455.8,,2003.2317,3,24.849,0.845,23.135,0.193,22.483,0.15,22.1,0.171,21.608,0.32799999999999996,,,,
4206,219.921668,39.909629,219.921668,39.909628999999995,1,+,6,J143941.20+395434.6,,2003.2317,3,25.03,0.723,23.853,0.307,22.136999999999997,0.099,21.158,0.069,20.665,0.138,,,,
4207,219.910596,39.912473,219.910596,39.912473,1,,6,J143938.54+395444.9,,2003.2317,3,25.064,0.675,24.983,0.48700000000000004,24.671,0.496,24.808000000000003,0.504,21.057,0.177,,,,
4208,219.951497,39.893681,219.95149700000002,39.893681,1,,6,J143948.35+395337.2,*,2003.2317,3,17.09,0.008,15.419,0.004,15.988,0.013000000000000001,14.488,0.004,14.335999999999999,0.005,,,,
4209,219.948908,39.893986,219.94890800000002,39.893986,1,+,6,J143947.73+395338.3,,2003.2317,3,24.795,0.755,24.497,0.449,22.941999999999997,0.19399999999999998,22.767,0.264,22.26,0.415,,,,
4212,219.940075,39.91602,219.940075,39.91602,1,+,6,J143945.61+395457.6,*,2003.2317,3,23.726999999999997,0.55,22.028000000000002,0.067,21.063000000000002,0.04,20.654,0.044000000000000004,20.218,0.09,,,,
4215,219.949414,39.922384,219.94941400000002,39.922384,1,+,6,J143947.85+395520.5,*,2003.2317,3,23.33,0.429,22.154,0.075,20.659000000000002,0.028999999999999998,19.602,0.02,19.012,0.035,,,,
4217,219.951557,39.920195,219.95155699999998,39.920195,1,+,6,J143948.37+395512.7,,2003.2317,3,24.936999999999998,0.698,24.486,0.425,23.136999999999997,0.213,21.493000000000002,0.086,21.155,0.19,,,,
4218,219.945133,39.914321,219.945133,39.914321,1,+,6,J143946.83+395451.5,,2003.2317,3,24.956999999999997,0.691,22.846999999999998,0.13,21.628,0.061,20.266,0.032,19.583,0.053,,,,
4219,219.945041,39.908821,219.945041,39.908821,1,+,6,J143946.80+395431.7,,2003.2317,3,22.666,0.336,22.895,0.18100000000000002,22.67,0.20600000000000002,22.99,0.42100000000000004,21.479,0.35200000000000004,,,,
4223,219.95133,39.917916,219.95132999999998,39.917916,1,+,6,J143948.31+395504.4,,2003.2317,3,24.936999999999998,0.8029999999999999,23.598000000000003,0.271,22.473000000000003,0.145,21.767,0.126,21.685,0.337,,,,
4224,219.957283,39.900827,219.95728300000002,39.900827,1,+,6,J143949.74+395402.9,,2003.2317,3,24.389,0.715,24.105999999999998,0.34299999999999997,23.086,0.205,22.543000000000003,0.207,22.186,0.375,,,,
4225,219.963159,39.909974,219.963159,39.909974,1,+,6,J143951.15+395435.9,,2003.2317,3,23.586,0.522,23.486,0.228,22.182,0.102,20.236,0.032,19.199,0.040999999999999995,,,,
4228,219.955648,39.928754,219.955648,39.928754,1,+,6,J143949.35+395543.5,*,2003.2317,3,17.578,0.009000000000000001,16.439,0.004,16.076,0.004,15.952,0.004,15.919,0.006,,,,
4230,219.976478,39.93599,219.976478,39.935990000000004,1,+,6,J143954.35+395609.5,*,2003.2317,3,19.066,0.02,17.808,0.006,17.416,0.006,17.258,0.006,17.217,0.011000000000000001,,,,
4231,219.95188,39.934746,219.95188,39.934746000000004,1,+,6,J143948.45+395605.0,*,2003.2317,3,20.151,0.039,19.153,0.01,18.889,0.01,18.76,0.012,18.769000000000002,0.028999999999999998,,,,
4232,219.952035,39.932621,219.95203500000002,39.932621000000005,1,+,6,J143948.48+395557.4,,2003.2317,3,22.233,0.17800000000000002,21.035,0.031,20.85,0.033,20.673000000000002,0.043,20.718000000000004,0.133,,,,
4233,219.958848,39.932534,219.958848,39.932534000000004,1,+,6,J143950.12+395557.1,*,2003.2317,3,22.608,0.24,19.858,0.015,18.544,0.008,17.832,0.006999999999999999,17.468,0.013000000000000001,,,,
4234,219.976417,39.932039,219.976417,39.932039,1,+,6,J143954.34+395555.3,,2003.2317,3,20.448,0.048,20.320999999999998,0.02,20.024,0.019,19.836,0.024,19.685,0.059000000000000004,,,,
4235,219.971377,39.945625,219.971377,39.945625,1,+,6,J143953.13+395644.2,*,2003.2317,3,24.634,0.7290000000000001,21.888,0.06,20.475,0.025,19.1,0.013999999999999999,18.357,0.022000000000000002,,,,
4236,219.947557,39.934295,219.947557,39.934295,1,+,6,J143947.41+395603.4,,2003.2317,3,22.578000000000003,0.23800000000000002,21.319000000000003,0.039,21.034000000000002,0.039,20.976999999999997,0.055999999999999994,20.77,0.14300000000000002,,,,
4237,219.967632,39.958351,219.96763199999998,39.958351,1,+,6,J143952.23+395730.0,,2003.2317,3,24.886,0.698,22.096,0.07,20.897,0.034,19.636,0.02,19.021,0.034,,,,
4239,219.958861,39.936628,219.95886099999998,39.936628000000006,1,+,6,J143950.12+395611.8,,2003.2317,3,24.098000000000003,0.674,22.869,0.136,21.338,0.05,19.927,0.026000000000000002,19.151,0.039,,,,
4240,219.967682,39.934934,219.967682,39.934934000000005,1,+,6,J143952.24+395605.7,,2003.2317,3,22.741,0.266,20.816,0.027000000000000003,19.842,0.017,19.447,0.018000000000000002,19.176,0.039,,,,
4242,219.970037,39.921004,219.97003700000002,39.921003999999996,1,,6,J143952.80+395515.6,,2003.2317,3,25.338,0.579,23.254,0.182,23.744,0.33399999999999996,24.994,0.46799999999999997,22.205,0.38,,,,
4244,219.963409,39.929536,219.96340899999998,39.929536,1,,6,J143951.21+395546.3,,2003.2317,3,25.682,0.46299999999999997,24.377,0.397,23.025,0.196,25.122,0.435,23.500999999999998,0.361,,,,
